noise,fixed_tau,empirical_tau,gaussian_tau,fixed_pfa,empirical_pfa,gaussian_pfa,fixed_pd,empirical_pd,gaussian_pd,repetition
0.4,0.88080689542505,13.755196577298577,12.182894898088193,1.0,0.009,0.026333333333333334,1.0,0.20033333333333334,0.33,4
0.4,0.88080689542505,13.633312377395455,12.138120961956957,1.0,0.01,0.027333333333333334,1.0,0.22066666666666668,0.338,5
0.4,0.88080689542505,13.425150418590015,12.092615201695892,1.0,0.008,0.024333333333333332,1.0,0.23966666666666667,0.353,6
0.4,0.88080689542505,13.82207737628165,12.255956663858672,1.0,0.011,0.024333333333333332,1.0,0.20866666666666667,0.31666666666666665,7
0.4,0.88080689542505,13.381298253897976,12.113159328610449,1.0,0.009666666666666667,0.02,1.0,0.235,0.329,8
0.4,0.88080689542505,13.252784355151018,11.981886595874624,1.0,0.015333333333333332,0.028333333333333332,1.0,0.25466666666666665,0.35633333333333334,9
0.4,0.88080689542505,13.82191953180428,12.382948870649425,1.0,0.011,0.023333333333333334,1.0,0.20633333333333334,0.32066666666666666,10
0.4,0.88080689542505,13.799822050443364,12.17529524629103,1.0,0.007,0.027,1.0,0.21833333333333332,0.341,11
0.4,0.88080689542505,13.787310880751336,12.094288618223246,1.0,0.009333333333333334,0.023,1.0,0.20766666666666667,0.3373333333333333,12
0.4,0.88080689542505,12.970921115546753,11.975302815024392,1.0,0.019,0.034,1.0,0.2796666666666667,0.35433333333333333,13
0.4,0.88080689542505,14.100302002923147,12.235661354924178,1.0,0.008,0.028,1.0,0.18166666666666667,0.328,14
0.4,0.88080689542505,13.367284397517418,12.169561234445549,1.0,0.011,0.02666666666666667,1.0,0.23933333333333334,0.32866666666666666,15
0.4,0.88080689542505,13.44489711843398,11.785448108072082,1.0,0.009,0.030666666666666665,1.0,0.23666666666666666,0.37066666666666664,16
0.4,0.88080689542505,13.461189138264542,12.176441255025768,1.0,0.008666666666666666,0.024,1.0,0.231,0.33166666666666667,17
0.4,0.88080689542505,13.843361360956841,12.159860812426203,1.0,0.008333333333333333,0.027,1.0,0.19533333333333333,0.318,18
