graph_type,weight_mode,n,noise_model,sigma,amplitude,tau_empirical_mean,tau_spectral_mean,tau_relative_error_mean,pfa_mc_emp_mean,pfa_mc_spec_mean,pfa_theory_emp_mean,pfa_theory_spec_mean,pd_mc_emp_mean,pd_theory_emp_mean,pd_mc_spec_mean,pd_theory_spec_mean,variance_cv_mean,mean_abs_correlation_mean,sigma_condition_number_mean,max_abs_constant_shift
barabasi_albert,unweighted,15,iid,0.3,1.0,15.255959257690135,15.229326547691239,-0.0016872727083834423,0.009533333333333333,0.009666666666666665,0.009890827803190025,0.01000000004243475,0.17426666666666665,0.17778059719742842,0.1752,0.1788630714133148,1.541976423090495e-16,0.0,1.0,0.0
barabasi_albert,unweighted,15,iid,0.3,1.75,15.255959257690135,15.229326547691239,-0.0016872727083834423,0.009533333333333333,0.009666666666666665,0.009890827803190025,0.01000000004243475,0.6921333333333334,0.7032023680362078,0.6951999999999999,0.7049986420362351,1.541976423090495e-16,0.0,1.0,0.0
barabasi_albert,unweighted,15,iid,0.3,3.0,15.255959257690135,15.229326547691239,-0.0016872727083834423,0.009533333333333333,0.009666666666666665,0.009890827803190025,0.01000000004243475,0.999,0.9989035882052809,0.999,0.9988603837174117,1.541976423090495e-16,0.0,1.0,0.0
barabasi_albert,unweighted,30,correlated,0.15,1.0,5.832544204768994,5.782585099954324,-0.008876554149889604,0.009333333333333332,0.0104,0.009190622099123524,0.009999999977475693,0.7601333333333334,0.7607464152450119,0.7686666666666667,0.7692620478193123,0.03527165766335135,0.0602503351428813,5.50768110139343,0.0
barabasi_albert,unweighted,30,correlated,0.15,1.75,5.832544204768994,5.782585099954324,-0.008876554149889604,0.009333333333333332,0.0104,0.009190622099123524,0.009999999977475693,0.9940666666666668,0.9944404373588401,0.9937999999999999,0.9940382862402556,0.03527165766335135,0.0602503351428813,5.50768110139343,0.0
barabasi_albert,unweighted,30,correlated,0.15,3.0,5.832544204768994,5.782585099954324,-0.008876554149889604,0.009333333333333332,0.0104,0.009190622099123524,0.009999999977475693,1.0,0.9999999999706534,1.0,0.9999999999511581,0.03527165766335135,0.0602503351428813,5.50768110139343,0.0
barabasi_albert,unweighted,30,correlated,0.3,1.0,22.854349776893375,22.758506833371104,-0.004052251178794746,0.009066666666666666,0.009466666666666667,0.009663592285758712,0.010000000024612155,0.15666666666666665,0.15798335743836756,0.16106666666666666,0.16095534376257642,0.03185141669999305,0.06040109525745486,5.5666480974505115,0.0
barabasi_albert,unweighted,30,correlated,0.3,1.75,22.854349776893375,22.758506833371104,-0.004052251178794746,0.009066666666666666,0.009466666666666667,0.009663592285758712,0.010000000024612155,0.6251333333333333,0.6212739924429403,0.63,0.6257681329729293,0.03185141669999305,0.06040109525745486,5.5666480974505115,0.0
barabasi_albert,unweighted,30,correlated,0.3,3.0,22.854349776893375,22.758506833371104,-0.004052251178794746,0.009066666666666666,0.009466666666666667,0.009663592285758712,0.010000000024612155,0.9913333333333334,0.9912910281790367,0.9920666666666667,0.9917907912251468,0.03185141669999305,0.06040109525745486,5.5666480974505115,0.0
barabasi_albert,unweighted,30,heteroscedastic,0.15,1.0,7.7879256472169205,7.797774902250034,0.0006067694143309718,0.011533333333333335,0.0116,0.010095477871497597,0.00999999997749316,0.5166666666666667,0.5177879892704286,0.5150666666666667,0.5176654471304979,0.45434452223505734,0.0,5.444444444444444,0.0
