graph_type,num_sensors,noise,amplitude,num_edges_mean,num_edges_ci95,mean_degree_mean,mean_degree_ci95,mean_anomaly_degree_mean,mean_anomaly_degree_ci95,trace_L_mean,trace_L_ci95,trace_L2_mean,trace_L2_ci95,lambda_2_mean,lambda_2_ci95,lambda_max_mean,lambda_max_ci95,tau_mean,tau_ci95,pfa_mean,pfa_ci95,pd_mean,pd_ci95
grid,80,0.1,1.0,142.0,0.0,3.5499999999999994,1.9968686188423001e-16,3.552225,0.006223487341050073,284.0,0.0,1322.0,0.0,0.1200140901580395,0.0,7.758055654248767,7.9874744753692005e-16,4.171643766441273,0.023606664892270906,0.011125000000000001,0.0016458150276574698,0.98245,0.0019207947368348997
grid,80,0.1,1.5,142.0,0.0,3.5499999999999994,1.9968686188423001e-16,3.556549999999999,0.005445234691186872,284.0,0.0,1322.0,0.0,0.1200140901580395,0.0,7.758055654248767,7.9874744753692005e-16,4.190123502966137,0.02652648357774813,0.010775000000000002,0.0014280966169585379,1.0,0.0
grid,80,0.1,2.0,142.0,0.0,3.5499999999999994,1.9968686188423001e-16,3.5519,0.004773864946384183,284.0,0.0,1322.0,0.0,0.1200140901580395,0.0,7.758055654248767,7.9874744753692005e-16,4.197350996755126,0.022324284970601144,0.010425,0.001097459530485125,1.0,0.0
grid,80,0.1,3.0,142.0,0.0,3.5499999999999994,1.9968686188423001e-16,3.5483500000000006,0.0059458670475691505,284.0,0.0,1322.0,0.0,0.1200140901580395,0.0,7.758055654248767,7.9874744753692005e-16,4.1662675037604915,0.02202386358020443,0.011475000000000003,0.0011949212482308964,1.0,0.0
grid,80,0.2,0.5,142.0,0.0,3.5499999999999994,1.9968686188423001e-16,3.550025,0.0059298524832987155,284.0,0.0,1322.0,0.0,0.1200140901580395,0.0,7.758055654248767,7.9874744753692005e-16,16.74665199917695,0.09025388667592368,0.009500000000000001,0.0016071622588636745,0.032225,0.0032350743829405054
grid,80,0.2,1.0,142.0,0.0,3.5499999999999994,1.9968686188423001e-16,3.54585,0.005780338744398986,284.0,0.0,1322.0,0.0,0.1200140901580395,0.0,7.758055654248767,7.9874744753692005e-16,16.730151028516048,0.14158434204891687,0.01,0.0014325582563703076,0.2372,0.014388849440122939
grid,80,0.2,1.5,142.0,0.0,3.5499999999999994,1.9968686188423001e-16,3.5509250000000008,0.006646787950027559,284.0,0.0,1322.0,0.0,0.1200140901580395,0.0,7.758055654248767,7.9874744753692005e-16,16.69924876956528,0.10385790206878218,0.011125000000000001,0.0012615903705870202,0.769525,0.010649435515062453
grid,80,0.2,2.0,142.0,0.0,3.5499999999999994,1.9968686188423001e-16,3.5476,0.005267682922160468,284.0,0.0,1322.0,0.0,0.1200140901580395,0.0,7.758055654248767,7.9874744753692005e-16,16.638633241156352,0.11974320042233638,0.011850000000000003,0.001556189069828159,0.9829500000000001,0.0019260507180292672
grid,80,0.2,3.0,142.0,0.0,3.5499999999999994,1.9968686188423001e-16,3.548800000000001,0.0050480640166096795,284.0,0.0,1322.0,0.0,0.1200140901580395,0.0,7.758055654248767,7.9874744753692005e-16,16.699753368019323,0.10224281225746179,0.010400000000000001,0.001761132171733794,1.0,0.0
grid,80,0.3,0.5,142.0,0.0,3.5499999999999994,1.9968686188423001e-16,3.5507499999999994,0.0058956677225516195,284.0,0.0,1322.0,0.0,0.1200140901580395,0.0,7.758055654248767,7.9874744753692005e-16,37.91666917127771,0.23706554259318657,0.009225000000000002,0.0013794861552881125,0.015175000000000003,0.0015515942734728317
