graph_type,num_sensors,noise,amplitude,num_edges,mean_degree,mean_anomaly_degree,trace_L,trace_L2,lambda_2,lambda_max,tau,pfa,pd,repetition
grid,80,0.3,1.0,142,3.55,3.542,284.0,1322.0,0.1200140901580395,7.758055654248765,37.16228362334752,0.015,0.067,7
grid,80,0.3,1.0,142,3.55,3.557,284.0,1322.0,0.1200140901580395,7.758055654248765,37.363635394709,0.012,0.067,8
grid,80,0.3,1.0,142,3.55,3.5335,284.0,1322.0,0.1200140901580395,7.758055654248765,37.57599802128619,0.011,0.059,9
grid,80,0.3,1.0,142,3.55,3.5645,284.0,1322.0,0.1200140901580395,7.758055654248765,38.005921813766875,0.009,0.0555,10
grid,80,0.3,1.0,142,3.55,3.532,284.0,1322.0,0.1200140901580395,7.758055654248765,36.95135471017382,0.0105,0.066,11
grid,80,0.3,1.0,142,3.55,3.5525,284.0,1322.0,0.1200140901580395,7.758055654248765,37.55201377454809,0.0075,0.066,12
grid,80,0.3,1.0,142,3.55,3.5345,284.0,1322.0,0.1200140901580395,7.758055654248765,37.94098303922204,0.01,0.0515,13
grid,80,0.3,1.0,142,3.55,3.508,284.0,1322.0,0.1200140901580395,7.758055654248765,38.087141225537216,0.01,0.058,14
grid,80,0.3,1.0,142,3.55,3.546,284.0,1322.0,0.1200140901580395,7.758055654248765,36.31656865510028,0.013,0.0885,15
grid,80,0.3,1.0,142,3.55,3.5465,284.0,1322.0,0.1200140901580395,7.758055654248765,37.41206746210474,0.0085,0.0625,16
grid,80,0.3,1.0,142,3.55,3.545,284.0,1322.0,0.1200140901580395,7.758055654248765,37.85139450841224,0.0105,0.0565,17
grid,80,0.3,1.0,142,3.55,3.5465,284.0,1322.0,0.1200140901580395,7.758055654248765,38.137564000800865,0.0075,0.0495,18
grid,80,0.3,1.0,142,3.55,3.544,284.0,1322.0,0.1200140901580395,7.758055654248765,37.579100936100836,0.0125,0.067,19
grid,80,0.3,1.5,142,3.55,3.5525,284.0,1322.0,0.1200140901580395,7.758055654248765,36.98478985362737,0.0175,0.2695,0
grid,80,0.3,1.5,142,3.55,3.55,284.0,1322.0,0.1200140901580395,7.758055654248765,38.86250159499677,0.0065,0.187,1
grid,80,0.3,1.5,142,3.55,3.5505,284.0,1322.0,0.1200140901580395,7.758055654248765,37.84148825679573,0.011,0.231,2
grid,80,0.3,1.5,142,3.55,3.5445,284.0,1322.0,0.1200140901580395,7.758055654248765,38.093598128104354,0.009,0.2185,3
grid,80,0.3,1.5,142,3.55,3.548,284.0,1322.0,0.1200140901580395,7.758055654248765,37.24838052596126,0.013,0.2575,4
grid,80,0.3,1.5,142,3.55,3.5545,284.0,1322.0,0.1200140901580395,7.758055654248765,36.911204163906675,0.0105,0.2695,5
grid,80,0.3,1.5,142,3.55,3.547,284.0,1322.0,0.1200140901580395,7.758055654248765,37.88527814210992,0.0125,0.2145,6
grid,80,0.3,1.5,142,3.55,3.5405,284.0,1322.0,0.1200140901580395,7.758055654248765,37.72222264215844,0.008,0.2205,7
grid,80,0.3,1.5,142,3.55,3.529,284.0,1322.0,0.1200140901580395,7.758055654248765,38.12730870314782,0.008,0.2135,8
grid,80,0.3,1.5,142,3.55,3.5445,284.0,1322.0,0.1200140901580395,7.758055654248765,37.33753920066084,0.0125,0.257,9
grid,80,0.3,1.5,142,3.55,3.5495,284.0,1322.0,0.1200140901580395,7.758055654248765,37.49184950391512,0.0125,0.2355,10
grid,80,0.3,1.5,142,3.55,3.5485,284.0,1322.0,0.1200140901580395,7.758055654248765,38.12596951905845,0.0085,0.1975,11
grid,80,0.3,1.5,142,3.55,3.549,284.0,1322.0,0.1200140901580395,7.758055654248765,37.35050953694322,0.0085,0.2345,12
grid,80,0.3,1.5,142,3.55,3.565,284.0,1322.0,0.1200140901580395,7.758055654248765,37.52634721965668,0.016,0.2565,13
grid,80,0.3,1.5,142,3.55,3.526,284.0,1322.0,0.1200140901580395,7.758055654248765,37.78166225352234,0.0085,0.2415,14
grid,80,0.3,1.5,142,3.55,3.5235,284.0,1322.0,0.1200140901580395,7.758055654248765,36.86124004781442,0.0165,0.261,15
grid,80,0.3,1.5,142,3.55,3.568,284.0,1322.0,0.1200140901580395,7.758055654248765,36.85445275966791,0.012,0.287,16
grid,80,0.3,1.5,142,3.55,3.5555,284.0,1322.0,0.1200140901580395,7.758055654248765,37.980447590610815,0.008,0.21,17
grid,80,0.3,1.5,142,3.55,3.5385,284.0,1322.0,0.1200140901580395,7.758055654248765,37.86184496381264,0.011,0.225,18
grid,80,0.3,1.5,142,3.55,3.5385,284.0,1322.0,0.1200140901580395,7.758055654248765,37.5530674951631,0.0105,0.242,19
grid,80,0.3,2.0,142,3.55,3.5655,284.0,1322.0,0.1200140901580395,7.758055654248765,37.71838811964047,0.01,0.617,0
grid,80,0.3,2.0,142,3.55,3.556,284.0,1322.0,0.1200140901580395,7.758055654248765,37.72890900679498,0.009,0.5885,1
grid,80,0.3,2.0,142,3.55,3.5325,284.0,1322.0,0.1200140901580395,7.758055654248765,38.07537472437549,0.0095,0.5795,2
grid,80,0.3,2.0,142,3.55,3.5565,284.0,1322.0,0.1200140901580395,7.758055654248765,38.14582841391415,0.0075,0.5655,3
grid,80,0.3,2.0,142,3.55,3.546,284.0,1322.0,0.1200140901580395,7.758055654248765,36.86950080621046,0.0125,0.6275,4
grid,80,0.3,2.0,142,3.55,3.543,284.0,1322.0,0.1200140901580395,7.758055654248765,37.95188113805712,0.0055,0.5825,5
grid,80,0.3,2.0,142,3.55,3.546,284.0,1322.0,0.1200140901580395,7.758055654248765,37.21139980123132,0.012,0.614,6
grid,80,0.3,2.0,142,3.55,3.527,284.0,1322.0,0.1200140901580395,7.758055654248765,37.84401180630355,0.0105,0.5765,7
grid,80,0.3,2.0,142,3.55,3.562,284.0,1322.0,0.1200140901580395,7.758055654248765,38.409418745093404,0.009,0.5545,8
grid,80,0.3,2.0,142,3.55,3.563,284.0,1322.0,0.1200140901580395,7.758055654248765,38.363703688100586,0.0075,0.564,9
grid,80,0.3,2.0,142,3.55,3.55,284.0,1322.0,0.1200140901580395,7.758055654248765,37.283787623834726,0.0085,0.607,10
grid,80,0.3,2.0,142,3.55,3.5815,284.0,1322.0,0.1200140901580395,7.758055654248765,37.052963165956555,0.018,0.637,11
grid,80,0.3,2.0,142,3.55,3.5465,284.0,1322.0,0.1200140901580395,7.758055654248765,38.7055858868566,0.01,0.5255,12
grid,80,0.3,2.0,142,3.55,3.5435,284.0,1322.0,0.1200140901580395,7.758055654248765,38.56434997633218,0.009,0.5275,13
grid,80,0.3,2.0,142,3.55,3.5555,284.0,1322.0,0.1200140901580395,7.758055654248765,37.957140438856975,0.0095,0.5975,14
grid,80,0.3,2.0,142,3.55,3.5375,284.0,1322.0,0.1200140901580395,7.758055654248765,37.04065526111441,0.0155,0.622,15
grid,80,0.3,2.0,142,3.55,3.544,284.0,1322.0,0.1200140901580395,7.758055654248765,37.21508787546487,0.015,0.614,16
grid,80,0.3,2.0,142,3.55,3.5575,284.0,1322.0,0.1200140901580395,7.758055654248765,37.56448629602014,0.011,0.586,17
grid,80,0.3,2.0,142,3.55,3.52,284.0,1322.0,0.1200140901580395,7.758055654248765,37.638006703169275,0.0125,0.583,18
grid,80,0.3,2.0,142,3.55,3.5645,284.0,1322.0,0.1200140901580395,7.758055654248765,38.57781745285377,0.008,0.5395,19
grid,80,0.3,3.0,142,3.55,3.5485,284.0,1322.0,0.1200140901580395,7.758055654248765,38.10666762065795,0.009,0.98,0
grid,80,0.3,3.0,142,3.55,3.52,284.0,1322.0,0.1200140901580395,7.758055654248765,37.08208862004518,0.015,0.9835,1
grid,80,0.3,3.0,142,3.55,3.534,284.0,1322.0,0.1200140901580395,7.758055654248765,38.252692683411595,0.01,0.974,2
grid,80,0.3,3.0,142,3.55,3.5485,284.0,1322.0,0.1200140901580395,7.758055654248765,37.89182089885574,0.0095,0.9865,3
grid,80,0.3,3.0,142,3.55,3.569,284.0,1322.0,0.1200140901580395,7.758055654248765,37.74016177947015,0.0125,0.983,4
grid,80,0.3,3.0,142,3.55,3.5415,284.0,1322.0,0.1200140901580395,7.758055654248765,37.32777230900293,0.0115,0.9815,5
grid,80,0.3,3.0,142,3.55,3.5265,284.0,1322.0,0.1200140901580395,7.758055654248765,37.7637876504328,0.009,0.98,6
grid,80,0.3,3.0,142,3.55,3.5315,284.0,1322.0,0.1200140901580395,7.758055654248765,37.63565414940451,0.013,0.9735,7
grid,80,0.3,3.0,142,3.55,3.5455,284.0,1322.0,0.1200140901580395,7.758055654248765,37.41663430734247,0.0105,0.9875,8
grid,80,0.3,3.0,142,3.55,3.5555,284.0,1322.0,0.1200140901580395,7.758055654248765,37.78110256875513,0.011,0.9855,9
grid,80,0.3,3.0,142,3.55,3.537,284.0,1322.0,0.1200140901580395,7.758055654248765,37.5148055405178,0.0125,0.9795,10
grid,80,0.3,3.0,142,3.55,3.5515,284.0,1322.0,0.1200140901580395,7.758055654248765,37.55810652621306,0.007,0.979,11
grid,80,0.3,3.0,142,3.55,3.545,284.0,1322.0,0.1200140901580395,7.758055654248765,37.570393700343324,0.0075,0.982,12
grid,80,0.3,3.0,142,3.55,3.5355,284.0,1322.0,0.1200140901580395,7.758055654248765,37.635921403848414,0.012,0.9835,13
grid,80,0.3,3.0,142,3.55,3.5695,284.0,1322.0,0.1200140901580395,7.758055654248765,38.173519448858855,0.0095,0.9815,14
grid,80,0.3,3.0,142,3.55,3.554,284.0,1322.0,0.1200140901580395,7.758055654248765,37.80828234980445,0.0095,0.9845,15
grid,80,0.3,3.0,142,3.55,3.564,284.0,1322.0,0.1200140901580395,7.758055654248765,37.14328212097099,0.0105,0.991,16
grid,80,0.3,3.0,142,3.55,3.567,284.0,1322.0,0.1200140901580395,7.758055654248765,37.97930075324555,0.008,0.9835,17
grid,80,0.3,3.0,142,3.55,3.5385,284.0,1322.0,0.1200140901580395,7.758055654248765,38.084053300083674,0.007,0.9785,18
grid,80,0.3,3.0,142,3.55,3.5495,284.0,1322.0,0.1200140901580395,7.758055654248765,36.97297302657653,0.012,0.9895,19
random_geometric,10,0.1,0.5,17,3.4,3.3915,34.0,166.0,0.47686531287076805,6.527351369180448,0.910547657369421,0.01,0.63,0
random_geometric,10,0.1,0.5,10,2.0,2.0065,20.0,68.0,0.1755335691593251,4.886494136535945,0.6041563566426953,0.0035,0.5185,1
random_geometric,10,0.1,0.5,10,2.0,1.9925,20.0,68.0,0.22073992402278012,5.3876491278147975,0.591125038275786,0.011,0.541,2
random_geometric,10,0.1,0.5,24,4.8,4.726,48.0,322.0,0.4282215352429697,8.29634021964598,1.284978016078789,0.0075,0.624,3
random_geometric,10,0.1,0.5,19,3.8,3.9055,38.0,216.0,0.7270060997421713,7.480614244186299,1.0430186473843766,0.01,0.626,4
random_geometric,10,0.1,0.5,15,3.0,3.0245,30.0,142.0,0.17261557638400638,6.2231867658658055,0.8616609424021696,0.006,0.558,5
random_geometric,10,0.1,0.5,11,2.2,2.197,22.0,74.0,0.11182842604190708,4.581497433130156,0.6019866811002613,0.011,0.653,6
random_geometric,10,0.1,0.5,11,2.2,2.214,22.0,76.0,0.21276095483405208,4.90604749828703,0.6354298480130461,0.0085,0.603,7
random_geometric,10,0.1,0.5,14,2.8,2.8075,28.0,128.0,0.344840230274631,7.108759876514082,0.8013054233336891,0.011,0.5655,8
random_geometric,10,0.1,0.5,20,4.0,3.9465,40.0,224.0,0.77789404879588,7.537978201025501,1.0398029347583841,0.01,0.667,9
random_geometric,10,0.1,0.5,14,2.8,2.7715,28.0,128.0,0.24356963398505585,7.068614101766779,0.7787881206907461,0.009,0.568,10
random_geometric,10,0.1,0.5,12,2.4,2.379,24.0,88.0,0.16856683320004337,5.2094943912195975,0.6703084831513461,0.006,0.642,11
random_geometric,10,0.1,0.5,15,3.0,2.982,30.0,136.0,0.2891935685368079,6.2475852775204626,0.8025023657509265,0.0115,0.634,12
random_geometric,10,0.1,0.5,9,1.8,1.801,18.0,54.0,0.11724609716064317,4.372130133633962,0.4967228525196247,0.016,0.6205,13
random_geometric,10,0.1,0.5,13,2.6,2.572,26.0,112.0,0.24531328283172069,6.283064117143751,0.7499952115790167,0.0075,0.5235,14
random_geometric,10,0.1,0.5,20,4.0,4.0135,40.0,226.0,0.30873222319457344,7.18014003298896,1.0486364423109724,0.014,0.65,15
random_geometric,10,0.1,0.5,12,2.4,2.442,24.0,90.0,0.14657695379956226,5.130209658747866,0.6372349139375909,0.0155,0.6685,16
random_geometric,10,0.1,0.5,20,4.0,4.019,40.0,230.0,0.41362841328057126,8.042919442125056,1.0981964928982146,0.0095,0.6135,17
random_geometric,10,0.1,0.5,10,2.0,2.0155,20.0,72.0,0.2641709752556249,5.712745900614704,0.5955358078635261,0.0105,0.5035,18
random_geometric,10,0.1,0.5,13,2.6,2.56,26.0,112.0,0.3010478532425292,6.187962123203587,0.7655138241907242,0.007,0.524,19
random_geometric,10,0.1,1.0,12,2.4,2.378,24.0,94.0,0.17969550304511078,5.4103201727673875,0.6797841955965599,0.0165,0.9955,0
random_geometric,10,0.1,1.0,19,3.8,3.7575,38.0,212.0,0.7519385814107361,8.051366190550333,1.0151671671540032,0.014,0.968,1
random_geometric,10,0.1,1.0,15,3.0,2.992,30.0,128.0,0.24355843025267632,6.096297538248231,0.8310166671086505,0.005,1.0,2
random_geometric,10,0.1,1.0,14,2.8,2.779,28.0,124.0,0.33470733532434815,6.313580981104963,0.7346085123166876,0.0145,0.996,3
random_geometric,10,0.1,1.0,16,3.2,3.181,32.0,156.0,0.4449067450362367,6.514458271619281,0.8879945777794238,0.0075,0.983,4
random_geometric,10,0.1,1.0,20,4.0,4.0455,40.0,240.0,0.413892481725661,8.04961973852337,1.0972117328827182,0.0095,0.9595,5
random_geometric,10,0.1,1.0,14,2.8,2.7365,28.0,126.0,0.23170411339994904,6.264524791644643,0.8136312616003643,0.0105,0.986,6
random_geometric,10,0.1,1.0,14,2.8,2.7575,28.0,122.0,0.31360805931115887,6.259266479109399,0.768817693048482,0.014,0.992,7
random_geometric,10,0.1,1.0,13,2.6,2.623,26.0,108.0,0.17200980610191793,6.111648279901974,0.7190043846801873,0.008,0.9945,8
random_geometric,10,0.1,1.0,14,2.8,2.835,28.0,120.0,0.13704656486418385,6.055049231756431,0.7721243415801631,0.0105,0.9965,9
random_geometric,10,0.1,1.0,14,2.8,2.797,28.0,120.0,0.16778084541782787,5.571576853779234,0.7659391698328628,0.01,0.9945,10
random_geometric,10,0.1,1.0,13,2.6,2.5655,26.0,110.0,0.22786187265844587,5.578396219292565,0.712088442883425,0.0145,0.99,11
random_geometric,10,0.1,1.0,13,2.6,2.627,26.0,112.0,0.38610689081208366,6.330528682270502,0.7122306032693806,0.0125,0.996,12
random_geometric,10,0.1,1.0,20,4.0,4.0235,40.0,208.0,0.7235235919001116,7.016587652657046,0.9967008630117128,0.012,1.0,13
random_geometric,10,0.1,1.0,20,4.0,3.913,40.0,246.0,0.4258184337185618,8.107737301572852,1.1234067010533806,0.01,0.947,14
random_geometric,10,0.1,1.0,9,1.8,1.7985,18.0,56.0,0.18588858741783626,4.751662441318993,0.5084992288152699,0.011,0.999,15
random_geometric,10,0.1,1.0,12,2.4,2.385,24.0,90.0,0.19889525331633823,5.250974918204612,0.6868224027798865,0.0095,0.9945,16
random_geometric,10,0.1,1.0,13,2.6,2.5685,26.0,104.0,0.19473446938818242,5.413529177952101,0.740619667143801,0.012,0.993,17
random_geometric,10,0.1,1.0,14,2.8,2.782,28.0,124.0,0.2183228796533323,6.159242125227334,0.789321242305275,0.0095,0.9865,18
random_geometric,10,0.1,1.0,15,3.0,2.9765,30.0,138.0,0.2295300776565593,6.187566709311065,0.8232660623487739,0.01,0.9885,19
random_geometric,10,0.1,1.5,19,3.8,3.8085,38.0,194.0,0.2685493385245503,6.489428664146921,1.0300217746135436,0.0095,1.0,0
random_geometric,10,0.1,1.5,13,2.6,2.624,26.0,108.0,0.305420239930998,6.297815290657019,0.7670627980911964,0.008,1.0,1
random_geometric,10,0.1,1.5,10,2.0,1.9945,20.0,66.0,0.15353408323702344,4.735128279827945,0.56980449746495,0.014,1.0,2
random_geometric,10,0.1,1.5,16,3.2,3.204,32.0,142.0,0.19021407987257857,6.080604400570928,0.8766874791698281,0.0085,1.0,3
random_geometric,10,0.1,1.5,18,3.6,3.5975,36.0,182.0,0.5015008703356657,7.198739113634064,0.968461698065103,0.0075,1.0,4
random_geometric,10,0.1,1.5,13,2.6,2.606,26.0,108.0,0.23161813622185,5.792939584248586,0.7545142736347467,0.005,1.0,5
random_geometric,10,0.1,1.5,25,5.0,4.9605,50.0,346.0,0.9669631012996921,9.056806898185702,1.4000151952453843,0.005,1.0,6
random_geometric,10,0.1,1.5,13,2.6,2.597,26.0,106.0,0.27345401313572104,6.241632220162542,0.7265987378877767,0.009,1.0,7
random_geometric,10,0.1,1.5,19,3.8,3.798,38.0,200.0,0.6884848555597323,7.4193346615482225,1.0084758442415365,0.01,1.0,8
random_geometric,10,0.1,1.5,12,2.4,2.4,24.0,92.0,0.24758647365500694,5.605296866962389,0.6845289395607944,0.01,1.0,9
random_geometric,10,0.1,1.5,13,2.6,2.612,26.0,104.0,0.2370237644296078,5.747519616120517,0.7193394627272575,0.01,1.0,10
random_geometric,10,0.1,1.5,13,2.6,2.613,26.0,108.0,0.2041237797352127,6.1128785737558236,0.7175934361185045,0.014,1.0,11
random_geometric,10,0.1,1.5,15,3.0,3.0295,30.0,132.0,0.4909363167636615,6.0299622009525775,0.7557990423453943,0.0175,1.0,12
random_geometric,10,0.1,1.5,11,2.2,2.2125,22.0,82.0,0.21535535421155685,5.449489742783174,0.6426051692565926,0.0095,1.0,13
random_geometric,10,0.1,1.5,13,2.6,2.6405,26.0,106.0,0.193626832116499,5.545312990098288,0.7103064990008526,0.012,1.0,14
random_geometric,10,0.1,1.5,17,3.4,3.3725,34.0,176.0,0.6194634720808975,8.089369245904422,0.9154379659385774,0.0115,1.0,15
random_geometric,10,0.1,1.5,14,2.8,2.7795,28.0,124.0,0.31301819547661863,7.119161419038264,0.7585870791956337,0.012,1.0,16
random_geometric,10,0.1,1.5,14,2.8,2.7755,28.0,124.0,0.21657457791192455,6.135879442181734,0.7691612487435988,0.014,1.0,17
random_geometric,10,0.1,1.5,13,2.6,2.5545,26.0,110.0,0.3533540979736687,6.338084100733035,0.7217053336618304,0.0075,1.0,18
random_geometric,10,0.1,1.5,14,2.8,2.7955,28.0,124.0,0.24553600405345194,6.292721117902828,0.7315036245215915,0.0115,1.0,19
random_geometric,10,0.1,2.0,13,2.6,2.642,26.0,114.0,0.2642348764688027,7.0898400672561355,0.7114849134445679,0.0145,1.0,0
random_geometric,10,0.1,2.0,12,2.4,2.3895,24.0,90.0,0.1352537297020792,5.102607927534269,0.6752509646545747,0.0065,1.0,1
random_geometric,10,0.1,2.0,11,2.2,2.234,22.0,82.0,0.23702376442960743,5.747519616120515,0.5963913546365963,0.022,1.0,2
random_geometric,10,0.1,2.0,10,2.0,1.973,20.0,66.0,0.1338017374909775,4.655442381549831,0.5981442492699811,0.01,1.0,3
random_geometric,10,0.1,2.0,13,2.6,2.6195,26.0,118.0,0.3819660112501035,7.1547621704587865,0.7437919484504257,0.0145,1.0,4
random_geometric,10,0.1,2.0,11,2.2,2.182,22.0,84.0,0.24365469165642223,6.192268747961498,0.6398207861441054,0.0085,1.0,5
random_geometric,10,0.1,2.0,18,3.6,3.682,36.0,190.0,0.3776991700625651,7.2421027938317035,0.9511155556719434,0.0095,1.0,6
random_geometric,10,0.1,2.0,16,3.2,3.248,32.0,160.0,0.25351491453643793,7.089698239502646,0.8630141329892184,0.009,1.0,7
random_geometric,10,0.1,2.0,13,2.6,2.6315,26.0,124.0,0.4146972745710189,8.0505401715641,0.7834247204495521,0.0085,1.0,8
random_geometric,10,0.1,2.0,11,2.2,2.1945,22.0,80.0,0.1935749094754827,5.358845047629938,0.633811721059953,0.0115,1.0,9
random_geometric,10,0.1,2.0,17,3.4,3.409,34.0,162.0,0.2670499695995865,7.040690514066936,0.9360084851749273,0.0055,1.0,10
random_geometric,10,0.1,2.0,13,2.6,2.6105,26.0,104.0,0.15895937552428344,5.27358907649795,0.725647648309959,0.0095,1.0,11
random_geometric,10,0.1,2.0,20,4.0,3.931,40.0,228.0,0.33014980104745917,8.025980753599338,1.0902011728481424,0.008,1.0,12
random_geometric,10,0.1,2.0,13,2.6,2.6125,26.0,108.0,0.23761946773210274,5.439331165167879,0.7486192637913675,0.004,1.0,13
random_geometric,10,0.1,2.0,11,2.2,2.1845,22.0,78.0,0.14918509804453706,5.213007792349055,0.5693849551256912,0.0165,1.0,14
random_geometric,10,0.1,2.0,11,2.2,2.214,22.0,82.0,0.1966889735602191,6.109827841815115,0.631725516110928,0.0135,1.0,15
random_geometric,10,0.1,2.0,11,2.2,2.1985,22.0,86.0,0.2766628777598055,6.356529851874116,0.6461588289284577,0.0115,1.0,16
random_geometric,10,0.1,2.0,10,2.0,2.0255,20.0,66.0,0.13722545223114344,4.691768895259453,0.5538476656247447,0.0125,1.0,17
random_geometric,10,0.1,2.0,13,2.6,2.6355,26.0,106.0,0.24090331854175415,5.731136547776797,0.7031161550899994,0.014,1.0,18
random_geometric,10,0.1,2.0,15,3.0,2.97,30.0,136.0,0.16906206362251572,6.173691594620785,0.8746653193754048,0.005,1.0,19
random_geometric,10,0.1,3.0,13,2.6,2.6265,26.0,106.0,0.16774526880416163,5.719765400017686,0.749033742742509,0.005,1.0,0
random_geometric,10,0.1,3.0,17,3.4,3.3855,34.0,154.0,0.18435116359632647,5.609371990038544,0.8219952529838662,0.0165,1.0,1
random_geometric,10,0.1,3.0,13,2.6,2.6425,26.0,102.0,0.14590560054742305,5.291112292388391,0.7420902235894042,0.008,1.0,2
random_geometric,10,0.1,3.0,13,2.6,2.5545,26.0,108.0,0.3105061068429898,6.017792119992587,0.7020637149232348,0.0105,1.0,3
random_geometric,10,0.1,3.0,11,2.2,2.1855,22.0,78.0,0.19088555527618845,5.347589355783918,0.6339659356810831,0.009,1.0,4
random_geometric,10,0.1,3.0,13,2.6,2.597,26.0,106.0,0.2592202374807386,6.332700011756937,0.7274852305338306,0.0085,1.0,5
random_geometric,10,0.1,3.0,13,2.6,2.6345,26.0,106.0,0.23460117113292475,5.754353928360317,0.7442922700021724,0.0075,1.0,6
random_geometric,10,0.1,3.0,16,3.2,3.248,32.0,152.0,0.16114696446188773,6.141947210213981,0.8845218056444871,0.0055,1.0,7
random_geometric,10,0.1,3.0,11,2.2,2.169,22.0,80.0,0.21324755961963163,5.316206493128362,0.6284568679567164,0.0115,1.0,8
random_geometric,10,0.1,3.0,17,3.4,3.4195,34.0,174.0,0.7510667714501321,6.796886245431828,0.9506216596446835,0.0065,1.0,9
random_geometric,10,0.1,3.0,10,2.0,1.9905,20.0,68.0,0.1352537297020787,5.102607927534269,0.5494424270387424,0.012,1.0,10
random_geometric,10,0.1,3.0,11,2.2,2.18,22.0,76.0,0.14126991011902665,4.665411014357445,0.6136600253298448,0.007,1.0,11
random_geometric,10,0.1,3.0,11,2.2,2.201,22.0,78.0,0.19120953455692594,5.278077344325792,0.6344523238124326,0.0095,1.0,12
random_geometric,10,0.1,3.0,14,2.8,2.7875,28.0,114.0,0.2306771022268121,5.489895508561422,0.7569295812713287,0.011,1.0,13
random_geometric,10,0.1,3.0,12,2.4,2.41,24.0,92.0,0.21786366527193798,5.4575579430578784,0.6513731306402637,0.0125,1.0,14
random_geometric,10,0.1,3.0,11,2.2,2.222,22.0,80.0,0.16004960217638756,5.144631563329737,0.6181439305621212,0.01,1.0,15
random_geometric,10,0.1,3.0,11,2.2,2.213,22.0,82.0,0.26417097525562455,5.7127459006147046,0.6122642069954467,0.014,1.0,16
random_geometric,10,0.1,3.0,15,3.0,3.011,30.0,136.0,0.33403779385165727,7.174027249240034,0.798265412640243,0.012,1.0,17
random_geometric,10,0.1,3.0,14,2.8,2.805,28.0,118.0,0.2465336883621109,5.796693833854892,0.7639792859178567,0.013,1.0,18
random_geometric,10,0.1,3.0,17,3.4,3.433,34.0,170.0,0.295986931359394,6.491872030302351,0.8862853599792115,0.012,1.0,19
random_geometric,10,0.2,0.5,15,3.0,3.032,30.0,144.0,0.37711842798349643,6.50148210768203,3.459735820257074,0.009,0.0865,0
random_geometric,10,0.2,0.5,14,2.8,2.807,28.0,118.0,0.20507054133672276,6.148583241057249,3.0691341220429713,0.014,0.0825,1
random_geometric,10,0.2,0.5,14,2.8,2.8065,28.0,120.0,0.18266675496782556,5.654864986714165,3.04599739949052,0.012,0.12,2
random_geometric,10,0.2,0.5,14,2.8,2.7735,28.0,118.0,0.4215343037912324,6.167696333852011,3.01408304254346,0.0125,0.107,3
random_geometric,10,0.2,0.5,15,3.0,3.0625,30.0,146.0,0.318750139343702,7.06601443813645,3.465500119751925,0.0075,0.0965,4
random_geometric,10,0.2,0.5,10,2.0,2.0235,20.0,70.0,0.15396852750821297,5.131931024540932,2.1943348248814782,0.0095,0.104,5
random_geometric,10,0.2,0.5,12,2.4,2.4485,24.0,90.0,0.20217565103883905,5.30509944692741,2.700823395213755,0.008,0.101,6
random_geometric,10,0.2,0.5,16,3.2,3.217,32.0,154.0,0.3070632584426216,6.478225699851038,3.7086176487949825,0.006,0.089,7
random_geometric,10,0.2,0.5,12,2.4,2.3875,24.0,92.0,0.2679491924311228,5.717622737209189,2.7125429343140603,0.007,0.094,8
random_geometric,10,0.2,0.5,13,2.6,2.613,26.0,110.0,0.17239671922247016,6.12576658195412,2.818897838716317,0.0115,0.118,9
random_geometric,10,0.2,0.5,12,2.4,2.393,24.0,90.0,0.14727759236757043,5.284446468440095,2.661497281347598,0.0075,0.105,10
random_geometric,10,0.2,0.5,23,4.6,4.6125,46.0,302.0,0.9654087927272088,9.055657724733605,4.9345063762293115,0.009,0.119,11
random_geometric,10,0.2,0.5,21,4.2,4.1955,42.0,240.0,0.9750433197679989,8.163565603944416,4.284422255536645,0.014,0.1205,12
random_geometric,10,0.2,0.5,11,2.2,2.195,22.0,78.0,0.15552122376197508,5.2114980007886835,2.4790024698513826,0.0135,0.1025,13
random_geometric,10,0.2,0.5,14,2.8,2.814,28.0,118.0,0.2465336883621117,5.796693833854896,3.317989089374753,0.009,0.075,14
random_geometric,10,0.2,0.5,14,2.8,2.8585,28.0,122.0,0.2867076233535738,6.361020032453925,3.2949664830298837,0.008,0.08,15
random_geometric,10,0.2,0.5,13,2.6,2.6285,26.0,106.0,0.1753141823674054,6.062118465253657,2.9080428799301807,0.009,0.104,16
random_geometric,10,0.2,0.5,14,2.8,2.7915,28.0,130.0,0.5952369416981681,6.415138987579612,3.231408694407629,0.01,0.097,17
random_geometric,10,0.2,0.5,12,2.4,2.4125,24.0,92.0,0.22374197814310873,5.61206199614478,2.5691203534880604,0.013,0.124,18
random_geometric,10,0.2,0.5,17,3.4,3.373,34.0,170.0,0.3087322231945748,7.18014003298896,3.8846742402392125,0.008,0.094,19
random_geometric,10,0.2,1.0,10,2.0,1.999,20.0,70.0,0.18994591545878434,5.237421682830629,2.2640887892066335,0.0135,0.5625,0
random_geometric,10,0.2,1.0,17,3.4,3.4515,34.0,170.0,0.5376063552642049,6.755747407740962,3.6106754851537355,0.0095,0.648,1
random_geometric,10,0.2,1.0,13,2.6,2.5925,26.0,102.0,0.25504952527495317,5.492072745939678,2.9969034331111226,0.0075,0.6015,2
random_geometric,10,0.2,1.0,11,2.2,2.2045,22.0,80.0,0.2679491924311211,5.508784046470115,2.4021242364486777,0.01,0.5985,3
random_geometric,10,0.2,1.0,11,2.2,2.166,22.0,82.0,0.20871215252208103,5.528917957294363,2.5493605014994367,0.0115,0.5125,4
