graph_type,num_sensors,noise,amplitude,num_edges,mean_degree,mean_anomaly_degree,trace_L,trace_L2,lambda_2,lambda_max,tau,pfa,pd,repetition
path,80,0.1,1.0,79,1.975,1.9775,158.0,472.0,0.0015419275185532104,3.9984580724814456,2.387212882173773,0.01,0.978,12
path,80,0.1,1.0,79,1.975,1.9795,158.0,472.0,0.0015419275185532104,3.9984580724814456,2.34289143750918,0.0135,0.9865,13
path,80,0.1,1.0,79,1.975,1.9805,158.0,472.0,0.0015419275185532104,3.9984580724814456,2.424866950495311,0.01,0.9805,14
path,80,0.1,1.0,79,1.975,1.9685,158.0,472.0,0.0015419275185532104,3.9984580724814456,2.4193693078328926,0.01,0.9715,15
path,80,0.1,1.0,79,1.975,1.9815,158.0,472.0,0.0015419275185532104,3.9984580724814456,2.317070009070542,0.0155,0.9875,16
path,80,0.1,1.0,79,1.975,1.9725,158.0,472.0,0.0015419275185532104,3.9984580724814456,2.4370071650247236,0.005,0.975,17
path,80,0.1,1.0,79,1.975,1.9765,158.0,472.0,0.0015419275185532104,3.9984580724814456,2.354279412256193,0.0135,0.9795,18
path,80,0.1,1.0,79,1.975,1.9795,158.0,472.0,0.0015419275185532104,3.9984580724814456,2.385804214046837,0.0125,0.979,19
path,80,0.1,1.5,79,1.975,1.975,158.0,472.0,0.0015419275185532104,3.9984580724814456,2.4087766269988897,0.008,1.0,0
path,80,0.1,1.5,79,1.975,1.974,158.0,472.0,0.0015419275185532104,3.9984580724814456,2.417308027639116,0.0135,1.0,1
path,80,0.1,1.5,79,1.975,1.97,158.0,472.0,0.0015419275185532104,3.9984580724814456,2.3692023571921137,0.009,1.0,2
path,80,0.1,1.5,79,1.975,1.972,158.0,472.0,0.0015419275185532104,3.9984580724814456,2.3276458609651782,0.0115,1.0,3
path,80,0.1,1.5,79,1.975,1.971,158.0,472.0,0.0015419275185532104,3.9984580724814456,2.3910910228894373,0.012,1.0,4
path,80,0.1,1.5,79,1.975,1.9795,158.0,472.0,0.0015419275185532104,3.9984580724814456,2.3969554089104754,0.008,1.0,5
path,80,0.1,1.5,79,1.975,1.9725,158.0,472.0,0.0015419275185532104,3.9984580724814456,2.403185112929972,0.0125,1.0,6
path,80,0.1,1.5,79,1.975,1.971,158.0,472.0,0.0015419275185532104,3.9984580724814456,2.37004997956252,0.0105,1.0,7
path,80,0.1,1.5,79,1.975,1.972,158.0,472.0,0.0015419275185532104,3.9984580724814456,2.392042765434026,0.009,1.0,8
path,80,0.1,1.5,79,1.975,1.9745,158.0,472.0,0.0015419275185532104,3.9984580724814456,2.4264361354950594,0.008,1.0,9
path,80,0.1,1.5,79,1.975,1.9755,158.0,472.0,0.0015419275185532104,3.9984580724814456,2.3615984314512373,0.017,1.0,10
path,80,0.1,1.5,79,1.975,1.9695,158.0,472.0,0.0015419275185532104,3.9984580724814456,2.3450848978153838,0.011,1.0,11
path,80,0.1,1.5,79,1.975,1.972,158.0,472.0,0.0015419275185532104,3.9984580724814456,2.3385616914628744,0.011,1.0,12
path,80,0.1,1.5,79,1.975,1.9795,158.0,472.0,0.0015419275185532104,3.9984580724814456,2.3828305975831277,0.0125,1.0,13
path,80,0.1,1.5,79,1.975,1.9735,158.0,472.0,0.0015419275185532104,3.9984580724814456,2.4042298074460224,0.008,1.0,14
path,80,0.1,1.5,79,1.975,1.9735,158.0,472.0,0.0015419275185532104,3.9984580724814456,2.380284431705507,0.0125,1.0,15
path,80,0.1,1.5,79,1.975,1.982,158.0,472.0,0.0015419275185532104,3.9984580724814456,2.366643224852706,0.012,1.0,16
path,80,0.1,1.5,79,1.975,1.9785,158.0,472.0,0.0015419275185532104,3.9984580724814456,2.419774527466207,0.006,1.0,17
path,80,0.1,1.5,79,1.975,1.98,158.0,472.0,0.0015419275185532104,3.9984580724814456,2.4131180158376595,0.0085,1.0,18
path,80,0.1,1.5,79,1.975,1.9765,158.0,472.0,0.0015419275185532104,3.9984580724814456,2.4035292005578586,0.01,1.0,19
path,80,0.1,2.0,79,1.975,1.98,158.0,472.0,0.0015419275185532104,3.9984580724814456,2.4493388683670467,0.0055,1.0,0
path,80,0.1,2.0,79,1.975,1.977,158.0,472.0,0.0015419275185532104,3.9984580724814456,2.3378653299549548,0.014,1.0,1
path,80,0.1,2.0,79,1.975,1.9855,158.0,472.0,0.0015419275185532104,3.9984580724814456,2.3464305580068254,0.015,1.0,2
path,80,0.1,2.0,79,1.975,1.9745,158.0,472.0,0.0015419275185532104,3.9984580724814456,2.3731403999792793,0.009,1.0,3
path,80,0.1,2.0,79,1.975,1.978,158.0,472.0,0.0015419275185532104,3.9984580724814456,2.4136103770878177,0.0065,1.0,4
path,80,0.1,2.0,79,1.975,1.978,158.0,472.0,0.0015419275185532104,3.9984580724814456,2.3796741411989877,0.012,1.0,5
path,80,0.1,2.0,79,1.975,1.9735,158.0,472.0,0.0015419275185532104,3.9984580724814456,2.4242698686730555,0.0085,1.0,6
path,80,0.1,2.0,79,1.975,1.981,158.0,472.0,0.0015419275185532104,3.9984580724814456,2.342090914495932,0.0165,1.0,7
path,80,0.1,2.0,79,1.975,1.971,158.0,472.0,0.0015419275185532104,3.9984580724814456,2.3776059829318883,0.0135,1.0,8
path,80,0.1,2.0,79,1.975,1.9785,158.0,472.0,0.0015419275185532104,3.9984580724814456,2.363945095285907,0.0095,1.0,9
path,80,0.1,2.0,79,1.975,1.972,158.0,472.0,0.0015419275185532104,3.9984580724814456,2.3725131048758783,0.0105,1.0,10
path,80,0.1,2.0,79,1.975,1.98,158.0,472.0,0.0015419275185532104,3.9984580724814456,2.3542111731829047,0.016,1.0,11
path,80,0.1,2.0,79,1.975,1.975,158.0,472.0,0.0015419275185532104,3.9984580724814456,2.372118077788282,0.008,1.0,12
path,80,0.1,2.0,79,1.975,1.9745,158.0,472.0,0.0015419275185532104,3.9984580724814456,2.3954176020568916,0.01,1.0,13
path,80,0.1,2.0,79,1.975,1.977,158.0,472.0,0.0015419275185532104,3.9984580724814456,2.384549190095703,0.008,1.0,14
path,80,0.1,2.0,79,1.975,1.9745,158.0,472.0,0.0015419275185532104,3.9984580724814456,2.4065625439502916,0.008,1.0,15
path,80,0.1,2.0,79,1.975,1.974,158.0,472.0,0.0015419275185532104,3.9984580724814456,2.3986259602731996,0.009,1.0,16
path,80,0.1,2.0,79,1.975,1.974,158.0,472.0,0.0015419275185532104,3.9984580724814456,2.3930080108171166,0.0085,1.0,17
path,80,0.1,2.0,79,1.975,1.973,158.0,472.0,0.0015419275185532104,3.9984580724814456,2.381551001012873,0.012,1.0,18
path,80,0.1,2.0,79,1.975,1.9715,158.0,472.0,0.0015419275185532104,3.9984580724814456,2.389824569652683,0.011,1.0,19
path,80,0.1,3.0,79,1.975,1.975,158.0,472.0,0.0015419275185532104,3.9984580724814456,2.3460146493871274,0.0115,1.0,0
path,80,0.1,3.0,79,1.975,1.9685,158.0,472.0,0.0015419275185532104,3.9984580724814456,2.3833082574515747,0.008,1.0,1
path,80,0.1,3.0,79,1.975,1.9705,158.0,472.0,0.0015419275185532104,3.9984580724814456,2.4189842019986427,0.011,1.0,2
path,80,0.1,3.0,79,1.975,1.9735,158.0,472.0,0.0015419275185532104,3.9984580724814456,2.38370489375314,0.011,1.0,3
path,80,0.1,3.0,79,1.975,1.9815,158.0,472.0,0.0015419275185532104,3.9984580724814456,2.4003950215902483,0.011,1.0,4
path,80,0.1,3.0,79,1.975,1.9765,158.0,472.0,0.0015419275185532104,3.9984580724814456,2.3672487632858568,0.014,1.0,5
path,80,0.1,3.0,79,1.975,1.973,158.0,472.0,0.0015419275185532104,3.9984580724814456,2.38077383075833,0.0145,1.0,6
path,80,0.1,3.0,79,1.975,1.9765,158.0,472.0,0.0015419275185532104,3.9984580724814456,2.3860738280582425,0.009,1.0,7
path,80,0.1,3.0,79,1.975,1.9765,158.0,472.0,0.0015419275185532104,3.9984580724814456,2.4141674987651607,0.0095,1.0,8
path,80,0.1,3.0,79,1.975,1.973,158.0,472.0,0.0015419275185532104,3.9984580724814456,2.3379840910905365,0.0155,1.0,9
path,80,0.1,3.0,79,1.975,1.971,158.0,472.0,0.0015419275185532104,3.9984580724814456,2.366312066450014,0.0125,1.0,10
path,80,0.1,3.0,79,1.975,1.9685,158.0,472.0,0.0015419275185532104,3.9984580724814456,2.3294231827574596,0.0125,1.0,11
path,80,0.1,3.0,79,1.975,1.977,158.0,472.0,0.0015419275185532104,3.9984580724814456,2.4167793174696452,0.0075,1.0,12
path,80,0.1,3.0,79,1.975,1.975,158.0,472.0,0.0015419275185532104,3.9984580724814456,2.3988152574055324,0.0095,1.0,13
path,80,0.1,3.0,79,1.975,1.98,158.0,472.0,0.0015419275185532104,3.9984580724814456,2.374393330749208,0.011,1.0,14
path,80,0.1,3.0,79,1.975,1.9805,158.0,472.0,0.0015419275185532104,3.9984580724814456,2.3936174503780667,0.0115,1.0,15
path,80,0.1,3.0,79,1.975,1.976,158.0,472.0,0.0015419275185532104,3.9984580724814456,2.3522301185585475,0.011,1.0,16
path,80,0.1,3.0,79,1.975,1.976,158.0,472.0,0.0015419275185532104,3.9984580724814456,2.36767706108229,0.01,1.0,17
path,80,0.1,3.0,79,1.975,1.972,158.0,472.0,0.0015419275185532104,3.9984580724814456,2.3866774617646134,0.0115,1.0,18
path,80,0.1,3.0,79,1.975,1.9775,158.0,472.0,0.0015419275185532104,3.9984580724814456,2.393964156705281,0.0065,1.0,19
path,80,0.2,0.5,79,1.975,1.982,158.0,472.0,0.0015419275185532104,3.9984580724814456,9.234507902820352,0.015,0.0455,0
path,80,0.2,0.5,79,1.975,1.98,158.0,472.0,0.0015419275185532104,3.9984580724814456,9.644945266501061,0.0125,0.0265,1
path,80,0.2,0.5,79,1.975,1.9775,158.0,472.0,0.0015419275185532104,3.9984580724814456,9.451817325779354,0.012,0.0335,2
path,80,0.2,0.5,79,1.975,1.975,158.0,472.0,0.0015419275185532104,3.9984580724814456,9.251477237108823,0.023,0.038,3
path,80,0.2,0.5,79,1.975,1.9745,158.0,472.0,0.0015419275185532104,3.9984580724814456,9.616869092569322,0.0125,0.023,4
path,80,0.2,0.5,79,1.975,1.976,158.0,472.0,0.0015419275185532104,3.9984580724814456,9.433008535507025,0.0145,0.0285,5
path,80,0.2,0.5,79,1.975,1.9765,158.0,472.0,0.0015419275185532104,3.9984580724814456,9.810021553440187,0.0085,0.0215,6
path,80,0.2,0.5,79,1.975,1.9745,158.0,472.0,0.0015419275185532104,3.9984580724814456,9.460634596075517,0.0135,0.022,7
path,80,0.2,0.5,79,1.975,1.968,158.0,472.0,0.0015419275185532104,3.9984580724814456,9.414251980928293,0.012,0.033,8
path,80,0.2,0.5,79,1.975,1.975,158.0,472.0,0.0015419275185532104,3.9984580724814456,9.406494553237566,0.0135,0.0415,9
path,80,0.2,0.5,79,1.975,1.9745,158.0,472.0,0.0015419275185532104,3.9984580724814456,9.506185927751373,0.009,0.0295,10
path,80,0.2,0.5,79,1.975,1.972,158.0,472.0,0.0015419275185532104,3.9984580724814456,9.582722281796263,0.008,0.028,11
path,80,0.2,0.5,79,1.975,1.975,158.0,472.0,0.0015419275185532104,3.9984580724814456,9.678823918028339,0.013,0.0255,12
path,80,0.2,0.5,79,1.975,1.976,158.0,472.0,0.0015419275185532104,3.9984580724814456,9.575110258988207,0.011,0.029,13
path,80,0.2,0.5,79,1.975,1.9765,158.0,472.0,0.0015419275185532104,3.9984580724814456,9.407229222878948,0.0115,0.044,14
path,80,0.2,0.5,79,1.975,1.9795,158.0,472.0,0.0015419275185532104,3.9984580724814456,9.416589750752468,0.012,0.0405,15
path,80,0.2,0.5,79,1.975,1.975,158.0,472.0,0.0015419275185532104,3.9984580724814456,9.682528812183316,0.01,0.0245,16
path,80,0.2,0.5,79,1.975,1.974,158.0,472.0,0.0015419275185532104,3.9984580724814456,9.532863262930963,0.01,0.0285,17
path,80,0.2,0.5,79,1.975,1.973,158.0,472.0,0.0015419275185532104,3.9984580724814456,9.352983890878123,0.0155,0.032,18
path,80,0.2,0.5,79,1.975,1.9745,158.0,472.0,0.0015419275185532104,3.9984580724814456,9.81483143325637,0.0065,0.02,19
path,80,0.2,1.0,79,1.975,1.9745,158.0,472.0,0.0015419275185532104,3.9984580724814456,9.450133085591558,0.0115,0.211,0
path,80,0.2,1.0,79,1.975,1.976,158.0,472.0,0.0015419275185532104,3.9984580724814456,9.457677765551354,0.0165,0.2085,1
path,80,0.2,1.0,79,1.975,1.9785,158.0,472.0,0.0015419275185532104,3.9984580724814456,9.607869218955098,0.0085,0.1965,2
path,80,0.2,1.0,79,1.975,1.9765,158.0,472.0,0.0015419275185532104,3.9984580724814456,9.523013552790607,0.0095,0.2245,3
path,80,0.2,1.0,79,1.975,1.9705,158.0,472.0,0.0015419275185532104,3.9984580724814456,9.848212337447324,0.008,0.1555,4
path,80,0.2,1.0,79,1.975,1.976,158.0,472.0,0.0015419275185532104,3.9984580724814456,9.457339626430581,0.009,0.2155,5
path,80,0.2,1.0,79,1.975,1.972,158.0,472.0,0.0015419275185532104,3.9984580724814456,9.411718874596808,0.015,0.2125,6
path,80,0.2,1.0,79,1.975,1.9735,158.0,472.0,0.0015419275185532104,3.9984580724814456,9.416814409610453,0.012,0.2145,7
path,80,0.2,1.0,79,1.975,1.9705,158.0,472.0,0.0015419275185532104,3.9984580724814456,9.631957257914092,0.0115,0.1845,8
path,80,0.2,1.0,79,1.975,1.9815,158.0,472.0,0.0015419275185532104,3.9984580724814456,9.531634661563821,0.0105,0.204,9
path,80,0.2,1.0,79,1.975,1.9745,158.0,472.0,0.0015419275185532104,3.9984580724814456,9.613260762605014,0.01,0.189,10
path,80,0.2,1.0,79,1.975,1.971,158.0,472.0,0.0015419275185532104,3.9984580724814456,9.536212154563806,0.0095,0.211,11
path,80,0.2,1.0,79,1.975,1.9775,158.0,472.0,0.0015419275185532104,3.9984580724814456,9.318693428955983,0.0105,0.2445,12
path,80,0.2,1.0,79,1.975,1.973,158.0,472.0,0.0015419275185532104,3.9984580724814456,9.43645613636145,0.0095,0.2275,13
path,80,0.2,1.0,79,1.975,1.9745,158.0,472.0,0.0015419275185532104,3.9984580724814456,9.352195171548278,0.0145,0.2415,14
path,80,0.2,1.0,79,1.975,1.9745,158.0,472.0,0.0015419275185532104,3.9984580724814456,9.466439318477684,0.016,0.221,15
path,80,0.2,1.0,79,1.975,1.977,158.0,472.0,0.0015419275185532104,3.9984580724814456,9.485570658583175,0.01,0.2,16
path,80,0.2,1.0,79,1.975,1.972,158.0,472.0,0.0015419275185532104,3.9984580724814456,9.478083121313277,0.011,0.2205,17
path,80,0.2,1.0,79,1.975,1.975,158.0,472.0,0.0015419275185532104,3.9984580724814456,9.43986206997264,0.008,0.2425,18
path,80,0.2,1.0,79,1.975,1.979,158.0,472.0,0.0015419275185532104,3.9984580724814456,9.637087873131321,0.008,0.181,19
path,80,0.2,1.5,79,1.975,1.9775,158.0,472.0,0.0015419275185532104,3.9984580724814456,9.708931279705684,0.0115,0.6865,0
path,80,0.2,1.5,79,1.975,1.977,158.0,472.0,0.0015419275185532104,3.9984580724814456,9.543893265567442,0.009,0.722,1
path,80,0.2,1.5,79,1.975,1.972,158.0,472.0,0.0015419275185532104,3.9984580724814456,9.25611901652383,0.014,0.768,2
path,80,0.2,1.5,79,1.975,1.9715,158.0,472.0,0.0015419275185532104,3.9984580724814456,9.553294722843912,0.0145,0.745,3
path,80,0.2,1.5,79,1.975,1.973,158.0,472.0,0.0015419275185532104,3.9984580724814456,9.497649260547956,0.0105,0.7115,4
path,80,0.2,1.5,79,1.975,1.978,158.0,472.0,0.0015419275185532104,3.9984580724814456,9.326125423527458,0.017,0.77,5
path,80,0.2,1.5,79,1.975,1.9775,158.0,472.0,0.0015419275185532104,3.9984580724814456,9.529523547188097,0.0105,0.7215,6
path,80,0.2,1.5,79,1.975,1.975,158.0,472.0,0.0015419275185532104,3.9984580724814456,9.475534189106288,0.0125,0.723,7
path,80,0.2,1.5,79,1.975,1.972,158.0,472.0,0.0015419275185532104,3.9984580724814456,9.62022416153745,0.0085,0.6875,8
path,80,0.2,1.5,79,1.975,1.978,158.0,472.0,0.0015419275185532104,3.9984580724814456,9.282683105362093,0.013,0.7615,9
path,80,0.2,1.5,79,1.975,1.977,158.0,472.0,0.0015419275185532104,3.9984580724814456,9.541618340719586,0.0085,0.7405,10
path,80,0.2,1.5,79,1.975,1.9675,158.0,472.0,0.0015419275185532104,3.9984580724814456,9.63584404244236,0.008,0.7045,11
path,80,0.2,1.5,79,1.975,1.978,158.0,472.0,0.0015419275185532104,3.9984580724814456,9.712012701441362,0.005,0.681,12
path,80,0.2,1.5,79,1.975,1.97,158.0,472.0,0.0015419275185532104,3.9984580724814456,9.580719376101353,0.007,0.7025,13
path,80,0.2,1.5,79,1.975,1.9785,158.0,472.0,0.0015419275185532104,3.9984580724814456,9.691004315023056,0.008,0.7125,14
path,80,0.2,1.5,79,1.975,1.973,158.0,472.0,0.0015419275185532104,3.9984580724814456,9.548419060355911,0.0095,0.7105,15
path,80,0.2,1.5,79,1.975,1.969,158.0,472.0,0.0015419275185532104,3.9984580724814456,9.69240663010152,0.009,0.692,16
path,80,0.2,1.5,79,1.975,1.978,158.0,472.0,0.0015419275185532104,3.9984580724814456,9.631725786525884,0.0105,0.715,17
path,80,0.2,1.5,79,1.975,1.9715,158.0,472.0,0.0015419275185532104,3.9984580724814456,9.561683075799357,0.012,0.7255,18
path,80,0.2,1.5,79,1.975,1.972,158.0,472.0,0.0015419275185532104,3.9984580724814456,9.757153130354967,0.0065,0.7055,19
path,80,0.2,2.0,79,1.975,1.975,158.0,472.0,0.0015419275185532104,3.9984580724814456,9.507281447152138,0.01,0.9815,0
path,80,0.2,2.0,79,1.975,1.9765,158.0,472.0,0.0015419275185532104,3.9984580724814456,9.53248124660126,0.01,0.973,1
path,80,0.2,2.0,79,1.975,1.9775,158.0,472.0,0.0015419275185532104,3.9984580724814456,9.665614584513914,0.0085,0.977,2
path,80,0.2,2.0,79,1.975,1.978,158.0,472.0,0.0015419275185532104,3.9984580724814456,9.693012547775643,0.0075,0.979,3
path,80,0.2,2.0,79,1.975,1.966,158.0,472.0,0.0015419275185532104,3.9984580724814456,9.67348975643372,0.005,0.976,4
path,80,0.2,2.0,79,1.975,1.9795,158.0,472.0,0.0015419275185532104,3.9984580724814456,9.558110813419567,0.0065,0.9815,5
path,80,0.2,2.0,79,1.975,1.9775,158.0,472.0,0.0015419275185532104,3.9984580724814456,9.56873284475164,0.0095,0.9785,6
path,80,0.2,2.0,79,1.975,1.976,158.0,472.0,0.0015419275185532104,3.9984580724814456,9.60453593025893,0.0085,0.977,7
path,80,0.2,2.0,79,1.975,1.9725,158.0,472.0,0.0015419275185532104,3.9984580724814456,9.327118852846016,0.014,0.984,8
path,80,0.2,2.0,79,1.975,1.975,158.0,472.0,0.0015419275185532104,3.9984580724814456,9.641068013448065,0.0055,0.977,9
path,80,0.2,2.0,79,1.975,1.9705,158.0,472.0,0.0015419275185532104,3.9984580724814456,9.556926668376946,0.0125,0.982,10
path,80,0.2,2.0,79,1.975,1.9785,158.0,472.0,0.0015419275185532104,3.9984580724814456,9.33618823628349,0.0165,0.981,11
path,80,0.2,2.0,79,1.975,1.9735,158.0,472.0,0.0015419275185532104,3.9984580724814456,9.587084660599709,0.01,0.9815,12
path,80,0.2,2.0,79,1.975,1.9765,158.0,472.0,0.0015419275185532104,3.9984580724814456,9.486276118559836,0.0115,0.981,13
path,80,0.2,2.0,79,1.975,1.9765,158.0,472.0,0.0015419275185532104,3.9984580724814456,9.930228371875764,0.0045,0.969,14
path,80,0.2,2.0,79,1.975,1.9795,158.0,472.0,0.0015419275185532104,3.9984580724814456,9.565531459535363,0.0115,0.982,15
path,80,0.2,2.0,79,1.975,1.972,158.0,472.0,0.0015419275185532104,3.9984580724814456,9.675685464408055,0.01,0.983,16
path,80,0.2,2.0,79,1.975,1.9725,158.0,472.0,0.0015419275185532104,3.9984580724814456,9.71702995846322,0.005,0.976,17
path,80,0.2,2.0,79,1.975,1.972,158.0,472.0,0.0015419275185532104,3.9984580724814456,9.61456280711422,0.006,0.9775,18
path,80,0.2,2.0,79,1.975,1.9715,158.0,472.0,0.0015419275185532104,3.9984580724814456,9.479883620432304,0.009,0.9855,19
path,80,0.2,3.0,79,1.975,1.9745,158.0,472.0,0.0015419275185532104,3.9984580724814456,9.389814036613851,0.01,1.0,0
path,80,0.2,3.0,79,1.975,1.9815,158.0,472.0,0.0015419275185532104,3.9984580724814456,9.382761390634284,0.0125,0.9995,1
path,80,0.2,3.0,79,1.975,1.973,158.0,472.0,0.0015419275185532104,3.9984580724814456,9.487001746504095,0.0115,1.0,2
path,80,0.2,3.0,79,1.975,1.9745,158.0,472.0,0.0015419275185532104,3.9984580724814456,9.485907273802114,0.012,0.9995,3
path,80,0.2,3.0,79,1.975,1.9795,158.0,472.0,0.0015419275185532104,3.9984580724814456,9.796461021524625,0.0075,1.0,4
path,80,0.2,3.0,79,1.975,1.971,158.0,472.0,0.0015419275185532104,3.9984580724814456,9.865092320615966,0.0035,1.0,5
path,80,0.2,3.0,79,1.975,1.9815,158.0,472.0,0.0015419275185532104,3.9984580724814456,9.49273274205953,0.012,1.0,6
path,80,0.2,3.0,79,1.975,1.9755,158.0,472.0,0.0015419275185532104,3.9984580724814456,9.370675644824564,0.011,1.0,7
path,80,0.2,3.0,79,1.975,1.976,158.0,472.0,0.0015419275185532104,3.9984580724814456,9.624863032369403,0.0115,1.0,8
path,80,0.2,3.0,79,1.975,1.976,158.0,472.0,0.0015419275185532104,3.9984580724814456,9.413930003424614,0.019,1.0,9
path,80,0.2,3.0,79,1.975,1.9795,158.0,472.0,0.0015419275185532104,3.9984580724814456,9.378654015382363,0.013,1.0,10
path,80,0.2,3.0,79,1.975,1.972,158.0,472.0,0.0015419275185532104,3.9984580724814456,9.681487717150599,0.0105,1.0,11
path,80,0.2,3.0,79,1.975,1.9765,158.0,472.0,0.0015419275185532104,3.9984580724814456,9.412177295066117,0.0185,1.0,12
path,80,0.2,3.0,79,1.975,1.9785,158.0,472.0,0.0015419275185532104,3.9984580724814456,9.536126843831262,0.0115,1.0,13
path,80,0.2,3.0,79,1.975,1.976,158.0,472.0,0.0015419275185532104,3.9984580724814456,9.582803127302238,0.0075,1.0,14
path,80,0.2,3.0,79,1.975,1.967,158.0,472.0,0.0015419275185532104,3.9984580724814456,9.444544477500367,0.0135,1.0,15
path,80,0.2,3.0,79,1.975,1.973,158.0,472.0,0.0015419275185532104,3.9984580724814456,9.502294179974477,0.008,1.0,16
path,80,0.2,3.0,79,1.975,1.977,158.0,472.0,0.0015419275185532104,3.9984580724814456,9.693004146650031,0.009,1.0,17
path,80,0.2,3.0,79,1.975,1.9745,158.0,472.0,0.0015419275185532104,3.9984580724814456,9.594707346460078,0.008,1.0,18
path,80,0.2,3.0,79,1.975,1.981,158.0,472.0,0.0015419275185532104,3.9984580724814456,9.460346928821737,0.015,1.0,19
path,80,0.3,0.5,79,1.975,1.975,158.0,472.0,0.0015419275185532104,3.9984580724814456,21.17933796735774,0.0125,0.0175,0
path,80,0.3,0.5,79,1.975,1.9705,158.0,472.0,0.0015419275185532104,3.9984580724814456,21.241953556465646,0.008,0.019,1
path,80,0.3,0.5,79,1.975,1.97,158.0,472.0,0.0015419275185532104,3.9984580724814456,20.936869880868088,0.0125,0.0305,2
path,80,0.3,0.5,79,1.975,1.9745,158.0,472.0,0.0015419275185532104,3.9984580724814456,21.365899693196287,0.011,0.025,3
path,80,0.3,0.5,79,1.975,1.978,158.0,472.0,0.0015419275185532104,3.9984580724814456,21.10397415309526,0.013,0.0185,4
path,80,0.3,0.5,79,1.975,1.976,158.0,472.0,0.0015419275185532104,3.9984580724814456,21.762932472029103,0.0105,0.014,5
path,80,0.3,0.5,79,1.975,1.976,158.0,472.0,0.0015419275185532104,3.9984580724814456,21.900188574700405,0.009,0.0115,6
path,80,0.3,0.5,79,1.975,1.9745,158.0,472.0,0.0015419275185532104,3.9984580724814456,21.269179721927053,0.012,0.0175,7
path,80,0.3,0.5,79,1.975,1.9745,158.0,472.0,0.0015419275185532104,3.9984580724814456,21.76294788064352,0.008,0.0105,8
path,80,0.3,0.5,79,1.975,1.973,158.0,472.0,0.0015419275185532104,3.9984580724814456,21.371486827097296,0.012,0.018,9
path,80,0.3,0.5,79,1.975,1.976,158.0,472.0,0.0015419275185532104,3.9984580724814456,21.748914216603463,0.0065,0.0145,10
path,80,0.3,0.5,79,1.975,1.975,158.0,472.0,0.0015419275185532104,3.9984580724814456,21.41399008140679,0.011,0.0155,11
path,80,0.3,0.5,79,1.975,1.9745,158.0,472.0,0.0015419275185532104,3.9984580724814456,21.45675222777594,0.01,0.0205,12
path,80,0.3,0.5,79,1.975,1.973,158.0,472.0,0.0015419275185532104,3.9984580724814456,21.33679304455497,0.0105,0.016,13
path,80,0.3,0.5,79,1.975,1.9775,158.0,472.0,0.0015419275185532104,3.9984580724814456,21.458261260559002,0.009,0.0175,14
path,80,0.3,0.5,79,1.975,1.9695,158.0,472.0,0.0015419275185532104,3.9984580724814456,21.346091859470118,0.0085,0.0245,15
path,80,0.3,0.5,79,1.975,1.978,158.0,472.0,0.0015419275185532104,3.9984580724814456,21.196697051084037,0.0105,0.022,16
path,80,0.3,0.5,79,1.975,1.9765,158.0,472.0,0.0015419275185532104,3.9984580724814456,21.022156480899792,0.0175,0.0255,17
path,80,0.3,0.5,79,1.975,1.974,158.0,472.0,0.0015419275185532104,3.9984580724814456,21.725661936144377,0.012,0.011,18
path,80,0.3,0.5,79,1.975,1.9725,158.0,472.0,0.0015419275185532104,3.9984580724814456,20.867593316451703,0.016,0.024,19
path,80,0.3,1.0,79,1.975,1.978,158.0,472.0,0.0015419275185532104,3.9984580724814456,21.36268406008052,0.0065,0.06,0
path,80,0.3,1.0,79,1.975,1.973,158.0,472.0,0.0015419275185532104,3.9984580724814456,21.58956852958059,0.008,0.05,1
path,80,0.3,1.0,79,1.975,1.9755,158.0,472.0,0.0015419275185532104,3.9984580724814456,21.27963700780975,0.011,0.055,2
path,80,0.3,1.0,79,1.975,1.973,158.0,472.0,0.0015419275185532104,3.9984580724814456,21.87862661134073,0.006,0.046,3
path,80,0.3,1.0,79,1.975,1.972,158.0,472.0,0.0015419275185532104,3.9984580724814456,21.95801768711805,0.0075,0.0435,4
path,80,0.3,1.0,79,1.975,1.9745,158.0,472.0,0.0015419275185532104,3.9984580724814456,21.624570299399856,0.0085,0.056,5
path,80,0.3,1.0,79,1.975,1.971,158.0,472.0,0.0015419275185532104,3.9984580724814456,21.76458504422409,0.006,0.046,6
path,80,0.3,1.0,79,1.975,1.978,158.0,472.0,0.0015419275185532104,3.9984580724814456,21.777450407870056,0.0095,0.048,7
path,80,0.3,1.0,79,1.975,1.977,158.0,472.0,0.0015419275185532104,3.9984580724814456,20.88497884922434,0.0225,0.078,8
path,80,0.3,1.0,79,1.975,1.978,158.0,472.0,0.0015419275185532104,3.9984580724814456,21.663932101398185,0.0095,0.0555,9
path,80,0.3,1.0,79,1.975,1.9725,158.0,472.0,0.0015419275185532104,3.9984580724814456,21.256400858926725,0.013,0.066,10
path,80,0.3,1.0,79,1.975,1.978,158.0,472.0,0.0015419275185532104,3.9984580724814456,21.29299569164051,0.012,0.0545,11
path,80,0.3,1.0,79,1.975,1.973,158.0,472.0,0.0015419275185532104,3.9984580724814456,20.719836513131654,0.0195,0.0815,12
path,80,0.3,1.0,79,1.975,1.9745,158.0,472.0,0.0015419275185532104,3.9984580724814456,21.95533959009951,0.006,0.0425,13
path,80,0.3,1.0,79,1.975,1.975,158.0,472.0,0.0015419275185532104,3.9984580724814456,21.148934000130726,0.0125,0.067,14
