split,graph_type,num_sensors,noise,amplitude,repetition,node_degree,trials,successes,observed_pd,num_edges,mean_degree,degree_std,degree_cv,trace_L,trace_L2,lambda_2,lambda_max,tau,pfa,R_mean,R_local,R_full
train,erdos_renyi,50,0.1,1.25,8,9.0,232,232,1.0,131,5.24,2.478386571945547,0.47297453663082956,262.0,1942.0,0.3198086318831499,13.766372654690668,4.300525070652985,0.0095,13.13746894352251,22.564355055668432,5.734591528812504
train,erdos_renyi,50,0.1,1.25,8,10.0,58,58,1.0,131,5.24,2.478386571945547,0.47297453663082956,262.0,1942.0,0.3198086318831499,13.766372654690668,4.300525070652985,0.0095,13.13746894352251,25.07150561740937,5.79762398718627
train,erdos_renyi,50,0.1,1.25,8,12.0,68,68,1.0,131,5.24,2.478386571945547,0.47297453663082956,262.0,1942.0,0.3198086318831499,13.766372654690668,4.300525070652985,0.0095,13.13746894352251,30.085806740891243,5.888661104050623
train,erdos_renyi,50,0.1,1.25,9,1.0,140,81,0.5785714285714286,118,4.72,2.01037309970065,0.4259265041738665,236.0,1552.0,0.5461942316492779,11.776528256662564,3.8863269884672174,0.008,13.237353549514543,2.8045240571005388,2.367967915469054
train,erdos_renyi,50,0.1,1.25,9,2.0,185,184,0.9945945945945946,118,4.72,2.01037309970065,0.4259265041738665,236.0,1552.0,0.5461942316492779,11.776528256662564,3.8863269884672174,0.008,13.237353549514543,5.6090481142010775,3.774661153308141
train,erdos_renyi,50,0.1,1.25,9,3.0,634,634,1.0,118,4.72,2.01037309970065,0.4259265041738665,236.0,1552.0,0.5461942316492779,11.776528256662564,3.8863269884672174,0.008,13.237353549514543,8.413572171301617,4.552043684643531
train,erdos_renyi,50,0.1,1.25,9,4.0,698,698,1.0,118,4.72,2.01037309970065,0.4259265041738665,236.0,1552.0,0.5461942316492779,11.776528256662564,3.8863269884672174,0.008,13.237353549514543,11.218096228402155,5.003363390677771
train,erdos_renyi,50,0.1,1.25,9,5.0,332,332,1.0,118,4.72,2.01037309970065,0.4259265041738665,236.0,1552.0,0.5461942316492779,11.776528256662564,3.8863269884672174,0.008,13.237353549514543,14.022620285502693,5.284751381812258
train,erdos_renyi,50,0.1,1.25,9,6.0,412,412,1.0,118,4.72,2.01037309970065,0.4259265041738665,236.0,1552.0,0.5461942316492779,11.776528256662564,3.8863269884672174,0.008,13.237353549514543,16.827144342603233,5.471893441710347
train,erdos_renyi,50,0.1,1.25,9,7.0,298,298,1.0,118,4.72,2.01037309970065,0.4259265041738665,236.0,1552.0,0.5461942316492779,11.776528256662564,3.8863269884672174,0.008,13.237353549514543,19.63166839970377,5.603156874140243
train,erdos_renyi,50,0.1,1.25,9,8.0,201,201,1.0,118,4.72,2.01037309970065,0.4259265041738665,236.0,1552.0,0.5461942316492779,11.776528256662564,3.8863269884672174,0.008,13.237353549514543,22.43619245680431,5.699272436286068
train,erdos_renyi,50,0.1,1.25,9,9.0,53,53,1.0,118,4.72,2.01037309970065,0.4259265041738665,236.0,1552.0,0.5461942316492779,11.776528256662564,3.8863269884672174,0.008,13.237353549514543,25.24071651390485,5.772149079746695
train,erdos_renyi,50,0.1,1.25,9,10.0,47,47,1.0,118,4.72,2.01037309970065,0.4259265041738665,236.0,1552.0,0.5461942316492779,11.776528256662564,3.8863269884672174,0.008,13.237353549514543,28.045240571005387,5.82900665555248
train,erdos_renyi,50,0.1,1.75,0,1.0,239,237,0.9916317991631799,110,4.4,2.2,0.5,220.0,1430.0,0.624569546579184,11.588629665354297,3.7129441501663503,0.0095,25.19682138072792,5.726550313801799,4.202704323962322
train,erdos_renyi,50,0.1,1.75,0,2.0,529,529,1.0,110,4.4,2.2,0.5,220.0,1430.0,0.624569546579184,11.588629665354297,3.7129441501663503,0.0095,25.19682138072792,11.453100627603598,6.0616830154200505
train,erdos_renyi,50,0.1,1.75,0,3.0,364,364,1.0,110,4.4,2.2,0.5,220.0,1430.0,0.624569546579184,11.588629665354297,3.7129441501663503,0.0095,25.19682138072792,17.1796509414054,6.933221838556903
train,erdos_renyi,50,0.1,1.75,0,4.0,461,461,1.0,110,4.4,2.2,0.5,220.0,1430.0,0.624569546579184,11.588629665354297,3.7129441501663503,0.0095,25.19682138072792,22.906201255207197,7.405903386539701
train,erdos_renyi,50,0.1,1.75,0,5.0,235,235,1.0,110,4.4,2.2,0.5,220.0,1430.0,0.624569546579184,11.588629665354297,3.7129441501663503,0.0095,25.19682138072792,28.632751569008995,7.693849388769342
train,erdos_renyi,50,0.1,1.75,0,6.0,763,763,1.0,110,4.4,2.2,0.5,220.0,1430.0,0.624569546579184,11.588629665354297,3.7129441501663503,0.0095,25.19682138072792,34.3593018828108,7.8847412592125306
train,erdos_renyi,50,0.1,1.75,0,7.0,171,171,1.0,110,4.4,2.2,0.5,220.0,1430.0,0.624569546579184,11.588629665354297,3.7129441501663503,0.0095,25.19682138072792,40.08585219661259,8.019413945855682
train,erdos_renyi,50,0.1,1.75,0,8.0,125,125,1.0,110,4.4,2.2,0.5,220.0,1430.0,0.624569546579184,11.588629665354297,3.7129441501663503,0.0095,25.19682138072792,45.812402510414394,8.118994764984777
train,erdos_renyi,50,0.1,1.75,0,9.0,58,58,1.0,110,4.4,2.2,0.5,220.0,1430.0,0.624569546579184,11.588629665354297,3.7129441501663503,0.0095,25.19682138072792,51.538952824216196,8.19536131925943
train,erdos_renyi,50,0.1,1.75,0,10.0,55,55,1.0,110,4.4,2.2,0.5,220.0,1430.0,0.624569546579184,11.588629665354297,3.7129441501663503,0.0095,25.19682138072792,57.26550313801799,8.255646716675733
train,erdos_renyi,50,0.1,1.75,1,2.0,110,110,1.0,150,6.0,2.262741699796952,0.37712361663282534,300.0,2356.0,1.472310719323223,14.096546230093349,4.826394492122639,0.015,26.768541366239234,8.922847122079745,5.576945892241935
train,erdos_renyi,50,0.1,1.75,1,3.0,186,186,1.0,150,6.0,2.262741699796952,0.37712361663282534,300.0,2356.0,1.472310719323223,14.096546230093349,4.826394492122639,0.015,26.768541366239234,13.384270683119617,6.594201453832258
train,erdos_renyi,50,0.1,1.75,1,4.0,518,518,1.0,150,6.0,2.262741699796952,0.37712361663282534,300.0,2356.0,1.472310719323223,14.096546230093349,4.826394492122639,0.015,26.768541366239234,17.84569424415949,7.167297684639084
train,erdos_renyi,50,0.1,1.75,1,5.0,546,546,1.0,150,6.0,2.262741699796952,0.37712361663282534,300.0,2356.0,1.472310719323223,14.096546230093349,4.826394492122639,0.015,26.768541366239234,22.30711780519936,7.52005432681763
train,erdos_renyi,50,0.1,1.75,1,6.0,597,597,1.0,150,6.0,2.262741699796952,0.37712361663282534,300.0,2356.0,1.472310719323223,14.096546230093349,4.826394492122639,0.015,26.768541366239234,26.768541366239234,7.753647716935774
train,erdos_renyi,50,0.1,1.75,1,7.0,281,281,1.0,150,6.0,2.262741699796952,0.37712361663282534,300.0,2356.0,1.472310719323223,14.096546230093349,4.826394492122639,0.015,26.768541366239234,31.229964927279106,7.917473229845406
train,erdos_renyi,50,0.1,1.75,1,8.0,325,325,1.0,150,6.0,2.262741699796952,0.37712361663282534,300.0,2356.0,1.472310719323223,14.096546230093349,4.826394492122639,0.015,26.768541366239234,35.69138848831898,8.037670157035416
train,erdos_renyi,50,0.1,1.75,1,9.0,133,133,1.0,150,6.0,2.262741699796952,0.37712361663282534,300.0,2356.0,1.472310719323223,14.096546230093349,4.826394492122639,0.015,26.768541366239234,40.15281204935885,8.129081009564034
train,erdos_renyi,50,0.1,1.75,1,10.0,192,192,1.0,150,6.0,2.262741699796952,0.37712361663282534,300.0,2356.0,1.472310719323223,14.096546230093349,4.826394492122639,0.015,26.768541366239234,44.61423561039872,8.20064765937679
train,erdos_renyi,50,0.1,1.75,1,11.0,64,64,1.0,150,6.0,2.262741699796952,0.37712361663282534,300.0,2356.0,1.472310719323223,14.096546230093349,4.826394492122639,0.015,26.768541366239234,49.075659171438595,8.258030117943582
train,erdos_renyi,50,0.1,1.75,1,12.0,48,48,1.0,150,6.0,2.262741699796952,0.37712361663282534,300.0,2356.0,1.472310719323223,14.096546230093349,4.826394492122639,0.015,26.768541366239234,53.53708273247847,8.304962805871725
train,erdos_renyi,50,0.1,1.75,2,1.0,67,66,0.9850746268656716,133,5.32,1.815929514050587,0.3413401342200351,266.0,1846.0,0.8230846283034821,12.698347749830045,4.276716910806685,0.0095,26.81370848572261,5.040170767992971,3.907699787943405
train,erdos_renyi,50,0.1,1.75,2,2.0,124,124,1.0,133,5.32,1.815929514050587,0.3413401342200351,266.0,1846.0,0.8230846283034821,12.698347749830045,4.276716910806685,0.0095,26.81370848572261,10.080341535985943,5.8288411731840934
train,erdos_renyi,50,0.1,1.75,2,3.0,246,246,1.0,133,5.32,1.815929514050587,0.3413401342200351,266.0,1846.0,0.8230846283034821,12.698347749830045,4.276716910806685,0.0095,26.81370848572261,15.120512303978915,6.774587757449457
train,erdos_renyi,50,0.1,1.75,2,4.0,657,657,1.0,133,5.32,1.815929514050587,0.3413401342200351,266.0,1846.0,0.8230846283034821,12.698347749830045,4.276716910806685,0.0095,26.81370848572261,20.160683071971885,7.295803782838766
train,erdos_renyi,50,0.1,1.75,2,5.0,357,357,1.0,133,5.32,1.815929514050587,0.3413401342200351,266.0,1846.0,0.8230846283034821,12.698347749830045,4.276716910806685,0.0095,26.81370848572261,25.200853839964857,7.614296589234973
train,erdos_renyi,50,0.1,1.75,2,6.0,838,838,1.0,133,5.32,1.815929514050587,0.3413401342200351,266.0,1846.0,0.8230846283034821,12.698347749830045,4.276716910806685,0.0095,26.81370848572261,30.24102460795783,7.825031433448693
train,erdos_renyi,50,0.1,1.75,2,7.0,473,473,1.0,133,5.32,1.815929514050587,0.3413401342200351,266.0,1846.0,0.8230846283034821,12.698347749830045,4.276716910806685,0.0095,26.81370848572261,35.2811953759508,7.97313316150277
train,erdos_renyi,50,0.1,1.75,2,8.0,184,184,1.0,133,5.32,1.815929514050587,0.3413401342200351,266.0,1846.0,0.8230846283034821,12.698347749830045,4.276716910806685,0.0095,26.81370848572261,40.32136614394377,8.082156066352978
train,erdos_renyi,50,0.1,1.75,2,11.0,54,54,1.0,133,5.32,1.815929514050587,0.3413401342200351,266.0,1846.0,0.8230846283034821,12.698347749830045,4.276716910806685,0.0095,26.81370848572261,55.44187844792269,8.283455301167734
train,erdos_renyi,50,0.1,1.75,3,2.0,60,60,1.0,142,5.68,1.713942822850284,0.3017504969806838,284.0,2044.0,1.3665336876030203,11.900141547264397,4.566442401136081,0.012,27.206269107820038,9.579672221063394,5.727050952025757
train,erdos_renyi,50,0.1,1.75,3,3.0,119,119,1.0,142,5.68,1.713942822850284,0.3017504969806838,284.0,2044.0,1.3665336876030203,11.900141547264397,4.566442401136081,0.012,27.206269107820038,14.36950833159509,6.702812583910007
train,erdos_renyi,50,0.1,1.75,3,4.0,631,631,1.0,142,5.68,1.713942822850284,0.3017504969806838,284.0,2044.0,1.3665336876030203,11.900141547264397,4.566442401136081,0.012,27.206269107820038,19.159344442126788,7.245096960746422
train,erdos_renyi,50,0.1,1.75,3,5.0,652,652,1.0,142,5.68,1.713942822850284,0.3017504969806838,284.0,2044.0,1.3665336876030203,11.900141547264397,4.566442401136081,0.012,27.206269107820038,23.949180552658483,7.577289307523785
train,erdos_renyi,50,0.1,1.75,3,6.0,621,621,1.0,142,5.68,1.713942822850284,0.3017504969806838,284.0,2044.0,1.3665336876030203,11.900141547264397,4.566442401136081,0.012,27.206269107820038,28.73901666319018,7.79708429923955
train,erdos_renyi,50,0.1,1.75,3,7.0,476,476,1.0,142,5.68,1.713942822850284,0.3017504969806838,284.0,2044.0,1.3665336876030203,11.900141547264397,4.566442401136081,0.012,27.206269107820038,33.52885277372188,7.951384917189565
train,erdos_renyi,50,0.1,1.75,3,8.0,169,169,1.0,142,5.68,1.713942822850284,0.3017504969806838,284.0,2044.0,1.3665336876030203,11.900141547264397,4.566442401136081,0.012,27.206269107820038,38.318688884253575,8.064797501355137
train,erdos_renyi,50,0.1,1.75,3,9.0,191,191,1.0,142,5.68,1.713942822850284,0.3017504969806838,284.0,2044.0,1.3665336876030203,11.900141547264397,4.566442401136081,0.012,27.206269107820038,43.10852499478527,8.151233069733689
train,erdos_renyi,50,0.1,1.75,3,10.0,81,81,1.0,142,5.68,1.713942822850284,0.3017504969806838,284.0,2044.0,1.3665336876030203,11.900141547264397,4.566442401136081,0.012,27.206269107820038,47.898361105316965,8.219055686263683
train,erdos_renyi,50,0.1,1.75,4,1.0,53,52,0.9811320754716981,134,5.36,2.24285532302019,0.4184431572798862,268.0,1956.0,0.7824713435794792,13.24406535941457,4.3382152104379035,0.0095,26.244691010511417,4.89639757658795,3.839540606443941
train,erdos_renyi,50,0.1,1.75,4,2.0,168,168,1.0,134,5.36,2.24285532302019,0.4184431572798862,268.0,1956.0,0.7824713435794792,13.24406535941457,4.3382152104379035,0.0095,26.244691010511417,9.7927951531759,5.7716279985071965
train,erdos_renyi,50,0.1,1.75,4,3.0,293,293,1.0,134,5.36,2.24285532302019,0.4184431572798862,268.0,1956.0,0.7824713435794792,13.24406535941457,4.3382152104379035,0.0095,26.244691010511417,14.689192729763851,6.734429799857369
train,erdos_renyi,50,0.1,1.75,4,4.0,715,715,1.0,134,5.36,2.24285532302019,0.4184431572798862,268.0,1956.0,0.7824713435794792,13.24406535941457,4.3382152104379035,0.0095,26.244691010511417,19.5855903063518,7.267502430754467
train,erdos_renyi,50,0.1,1.75,4,5.0,544,544,1.0,134,5.36,2.24285532302019,0.4184431572798862,268.0,1956.0,0.7824713435794792,13.24406535941457,4.3382152104379035,0.0095,26.244691010511417,24.48198788293975,7.5936702399983105
train,erdos_renyi,50,0.1,1.75,4,6.0,405,405,1.0,134,5.36,2.24285532302019,0.4184431572798862,268.0,1956.0,0.7824713435794792,13.24406535941457,4.3382152104379035,0.0095,26.244691010511417,29.378385459527703,7.8094682260833945
train,erdos_renyi,50,0.1,1.75,4,7.0,73,73,1.0,134,5.36,2.24285532302019,0.4184431572798862,268.0,1956.0,0.7824713435794792,13.24406535941457,4.3382152104379035,0.0095,26.244691010511417,34.27478303611565,7.961028807837935
train,erdos_renyi,50,0.1,1.75,4,8.0,435,435,1.0,134,5.36,2.24285532302019,0.4184431572798862,268.0,1956.0,0.7824713435794792,13.24406535941457,4.3382152104379035,0.0095,26.244691010511417,39.1711806127036,8.072498598861817
train,erdos_renyi,50,0.1,1.75,4,9.0,176,176,1.0,134,5.36,2.24285532302019,0.4184431572798862,268.0,1956.0,0.7824713435794792,13.24406535941457,4.3382152104379035,0.0095,26.244691010511417,44.06757818929155,8.157513901008466
train,erdos_renyi,50,0.1,1.75,4,10.0,72,72,1.0,134,5.36,2.24285532302019,0.4184431572798862,268.0,1956.0,0.7824713435794792,13.24406535941457,4.3382152104379035,0.0095,26.244691010511417,48.9639757658795,8.224270146872088
train,erdos_renyi,50,0.1,1.75,4,11.0,66,66,1.0,134,5.36,2.24285532302019,0.4184431572798862,268.0,1956.0,0.7824713435794792,13.24406535941457,4.3382152104379035,0.0095,26.244691010511417,53.860373342467454,8.277951576264988
train,erdos_renyi,50,0.1,1.75,5,1.0,123,111,0.9024390243902439,151,6.04,2.505673562138532,0.4148466162481013,302.0,2440.0,0.5617481328069271,13.676679951079157,4.940236240642255,0.009,26.47909422242694,4.3839559970905535,3.5770425813683344
train,erdos_renyi,50,0.1,1.75,5,2.0,69,69,1.0,151,6.04,2.505673562138532,0.4148466162481013,302.0,2440.0,0.5617481328069271,13.676679951079157,4.940236240642255,0.009,26.47909422242694,8.767911994181107,5.538508984027091
train,erdos_renyi,50,0.1,1.75,5,3.0,246,246,1.0,151,6.04,2.505673562138532,0.4148466162481013,302.0,2440.0,0.5617481328069271,13.676679951079157,4.940236240642255,0.009,26.47909422242694,13.15186799127166,6.565850778875473
train,erdos_renyi,50,0.1,1.75,5,4.0,390,390,1.0,151,6.04,2.505673562138532,0.4148466162481013,302.0,2440.0,0.5617481328069271,13.676679951079157,4.940236240642255,0.009,26.47909422242694,17.535823988362214,7.1467763729899625
train,erdos_renyi,50,0.1,1.75,5,5.0,572,572,1.0,151,6.04,2.505673562138532,0.4148466162481013,302.0,2440.0,0.5617481328069271,13.676679951079157,4.940236240642255,0.009,26.47909422242694,21.919779985452767,7.504865204754349
train,erdos_renyi,50,0.1,1.75,5,6.0,434,434,1.0,151,6.04,2.505673562138532,0.4148466162481013,302.0,2440.0,0.5617481328069271,13.676679951079157,4.940236240642255,0.009,26.47909422242694,26.30373598254332,7.7420767467269505
train,erdos_renyi,50,0.1,1.75,5,7.0,349,349,1.0,151,6.04,2.505673562138532,0.4148466162481013,302.0,2440.0,0.5617481328069271,13.676679951079157,4.940236240642255,0.009,26.47909422242694,30.687691979633875,7.908417046820765
train,erdos_renyi,50,0.1,1.75,5,8.0,358,358,1.0,151,6.04,2.505673562138532,0.4148466162481013,302.0,2440.0,0.5617481328069271,13.676679951079157,4.940236240642255,0.009,26.47909422242694,35.07164797672443,8.030413289617337
train,erdos_renyi,50,0.1,1.75,5,9.0,189,189,1.0,151,6.04,2.505673562138532,0.4148466162481013,302.0,2440.0,0.5617481328069271,13.676679951079157,4.940236240642255,0.009,26.47909422242694,39.45560397381498,8.123147785459198
train,erdos_renyi,50,0.1,1.75,5,10.0,96,96,1.0,151,6.04,2.505673562138532,0.4148466162481013,302.0,2440.0,0.5617481328069271,13.676679951079157,4.940236240642255,0.009,26.47909422242694,43.83955997090553,8.195712747595191
train,erdos_renyi,50,0.1,1.75,5,11.0,113,113,1.0,151,6.04,2.505673562138532,0.4148466162481013,302.0,2440.0,0.5617481328069271,13.676679951079157,4.940236240642255,0.009,26.47909422242694,48.223515967996086,8.2538648549163
train,erdos_renyi,50,0.1,1.75,5,12.0,61,61,1.0,151,6.04,2.505673562138532,0.4148466162481013,302.0,2440.0,0.5617481328069271,13.676679951079157,4.940236240642255,0.009,26.47909422242694,52.60747196508664,8.301402409686432
train,erdos_renyi,50,0.1,1.75,6,1.0,174,174,1.0,121,4.84,2.072293415518179,0.42815979659466513,242.0,1628.0,0.490216962594376,12.168776233505824,3.9834718563385416,0.0135,25.97641780720726,5.367028472563484,4.054247090488265
train,erdos_renyi,50,0.1,1.75,6,2.0,131,131,1.0,121,4.84,2.072293415518179,0.42815979659466513,242.0,1628.0,0.490216962594376,12.168776233505824,3.9834718563385416,0.0135,25.97641780720726,10.734056945126968,5.947442906506543
train,erdos_renyi,50,0.1,1.75,6,3.0,490,490,1.0,121,4.84,2.072293415518179,0.42815979659466513,242.0,1628.0,0.490216962594376,12.168776233505824,3.9834718563385416,0.0135,25.97641780720726,16.10108541769045,6.856343283582089
train,erdos_renyi,50,0.1,1.75,6,4.0,540,540,1.0,121,4.84,2.072293415518179,0.42815979659466513,242.0,1628.0,0.490216962594376,12.168776233505824,3.9834718563385416,0.0135,25.97641780720726,21.468113890253935,7.352882895253201
train,erdos_renyi,50,0.1,1.75,6,5.0,782,782,1.0,121,4.84,2.072293415518179,0.42815979659466513,242.0,1628.0,0.490216962594376,12.168776233505824,3.9834718563385416,0.0135,25.97641780720726,26.835142362817418,7.655675845841535
train,erdos_renyi,50,0.1,1.75,6,6.0,362,362,1.0,121,4.84,2.072293415518179,0.42815979659466513,242.0,1628.0,0.490216962594376,12.168776233505824,3.9834718563385416,0.0135,25.97641780720726,32.2021708353809,7.8561518126220635
train,erdos_renyi,50,0.1,1.75,6,7.0,161,161,1.0,121,4.84,2.072293415518179,0.42815979659466513,242.0,1628.0,0.490216962594376,12.168776233505824,3.9834718563385416,0.0135,25.97641780720726,37.56919930794439,7.997285833088276
train,erdos_renyi,50,0.1,1.75,6,8.0,123,123,1.0,121,4.84,2.072293415518179,0.42815979659466513,242.0,1628.0,0.490216962594376,12.168776233505824,3.9834718563385416,0.0135,25.97641780720726,42.93622778050787,8.101398271521642
train,erdos_renyi,50,0.1,1.75,6,9.0,174,174,1.0,121,4.84,2.072293415518179,0.42815979659466513,242.0,1628.0,0.490216962594376,12.168776233505824,3.9834718563385416,0.0135,25.97641780720726,48.30325625307135,8.181052830551673
train,erdos_renyi,50,0.1,1.75,6,10.0,63,63,1.0,121,4.84,2.072293415518179,0.42815979659466513,242.0,1628.0,0.490216962594376,12.168776233505824,3.9834718563385416,0.0135,25.97641780720726,53.670284725634836,8.243793664307836
train,erdos_renyi,50,0.1,1.75,7,2.0,64,64,1.0,142,5.68,1.7255723688098392,0.3037979522552534,284.0,2046.0,0.8988821068094862,11.637629435663921,4.538061331127405,0.0095,27.192968559917908,9.57498892954856,5.726049806846878
train,erdos_renyi,50,0.1,1.75,7,3.0,251,251,1.0,142,5.68,1.7255723688098392,0.3037979522552534,284.0,2046.0,0.8988821068094862,11.637629435663921,4.538061331127405,0.0095,27.192968559917908,14.36248339432284,6.702099177215005
train,erdos_renyi,50,0.1,1.75,7,4.0,463,463,1.0,142,5.68,1.7255723688098392,0.3037979522552534,284.0,2046.0,0.8988821068094862,11.637629435663921,4.538061331127405,0.0095,27.192968559917908,19.14997785909712,7.24459015112314
train,erdos_renyi,50,0.1,1.75,7,5.0,666,666,1.0,142,5.68,1.7255723688098392,0.3037979522552534,284.0,2046.0,0.8988821068094862,11.637629435663921,4.538061331127405,0.0095,27.192968559917908,23.9374723238714,7.576918244654998
train,erdos_renyi,50,0.1,1.75,7,6.0,619,619,1.0,142,5.68,1.7255723688098392,0.3037979522552534,284.0,2046.0,0.8988821068094862,11.637629435663921,4.538061331127405,0.0095,27.192968559917908,28.72496678864568,7.796803530643316
train,erdos_renyi,50,0.1,1.75,7,7.0,459,459,1.0,142,5.68,1.7255723688098392,0.3037979522552534,284.0,2046.0,0.8988821068094862,11.637629435663921,4.538061331127405,0.0095,27.192968559917908,33.51246125341996,7.951166144991666
train,erdos_renyi,50,0.1,1.75,7,8.0,222,222,1.0,142,5.68,1.7255723688098392,0.3037979522552534,284.0,2046.0,0.8988821068094862,11.637629435663921,4.538061331127405,0.0095,27.192968559917908,38.29995571819424,8.06462273247188
train,erdos_renyi,50,0.1,1.75,7,9.0,256,256,1.0,142,5.68,1.7255723688098392,0.3037979522552534,284.0,2046.0,0.8988821068094862,11.637629435663921,4.538061331127405,0.0095,27.192968559917908,43.08745018296852,8.151090492126876
train,erdos_renyi,50,0.1,1.75,8,1.0,97,94,0.9690721649484536,135,5.4,2.0591260281974,0.3813196348513703,270.0,1940.0,0.8099898362839423,12.476761703944788,4.323354066225869,0.0135,26.549356208339958,4.91654744598888,3.849233371899242
train,erdos_renyi,50,0.1,1.75,8,2.0,114,114,1.0,135,5.4,2.0591260281974,0.3813196348513703,270.0,1940.0,0.8099898362839423,12.476761703944788,4.323354066225869,0.0135,26.549356208339958,9.83309489197776,5.779845305389214
train,erdos_renyi,50,0.1,1.75,8,3.0,179,179,1.0,135,5.4,2.0591260281974,0.3813196348513703,270.0,1940.0,0.8099898362839423,12.476761703944788,4.323354066225869,0.0135,26.549356208339958,14.749642337966641,6.74022659869253
train,erdos_renyi,50,0.1,1.75,8,4.0,681,681,1.0,135,5.4,2.0591260281974,0.3813196348513703,270.0,1940.0,0.8099898362839423,12.476761703944788,4.323354066225869,0.0135,26.549356208339958,19.66618978395552,7.271598529392061
train,erdos_renyi,50,0.1,1.75,8,5.0,583,583,1.0,135,5.4,2.0591260281974,0.3813196348513703,270.0,1940.0,0.8099898362839423,12.476761703944788,4.323354066225869,0.0135,26.549356208339958,24.582737229944403,7.596660021201805
train,erdos_renyi,50,0.1,1.75,8,6.0,367,367,1.0,135,5.4,2.0591260281974,0.3813196348513703,270.0,1940.0,0.8099898362839423,12.476761703944788,4.323354066225869,0.0135,26.549356208339958,29.499284675933282,7.811726195186513
train,erdos_renyi,50,0.1,1.75,8,7.0,469,469,1.0,135,5.4,2.0591260281974,0.3813196348513703,270.0,1940.0,0.8099898362839423,12.476761703944788,4.323354066225869,0.0135,26.549356208339958,34.415832121922165,7.962786015409901
train,erdos_renyi,50,0.1,1.75,8,8.0,260,260,1.0,135,5.4,2.0591260281974,0.3813196348513703,270.0,1940.0,0.8099898362839423,12.476761703944788,4.323354066225869,0.0135,26.549356208339958,39.33237956791104,8.073901170082351
train,erdos_renyi,50,0.1,1.75,8,9.0,172,172,1.0,135,5.4,2.0591260281974,0.3813196348513703,270.0,1940.0,0.8099898362839423,12.476761703944788,4.323354066225869,0.0135,26.549356208339958,44.24892701389992,8.158657430972696
train,erdos_renyi,50,0.1,1.75,8,10.0,78,78,1.0,135,5.4,2.0591260281974,0.3813196348513703,270.0,1940.0,0.8099898362839423,12.476761703944788,4.323354066225869,0.0135,26.549356208339958,49.165474459888806,8.22521929734157
train,erdos_renyi,50,0.1,1.75,9,2.0,110,110,1.0,143,5.72,2.383610706470333,0.41671515847383445,286.0,2206.0,1.4270420759736575,13.910490037233055,4.517965481936071,0.016,26.37268662539601,9.221219099788815,5.647620493797866
train,erdos_renyi,50,0.1,1.75,9,3.0,542,542,1.0,143,5.72,2.383610706470333,0.41671515847383445,286.0,2206.0,1.4270420759736575,13.910490037233055,4.517965481936071,0.016,26.37268662539601,13.831828649683223,6.645754342406503
train,erdos_renyi,50,0.1,1.75,9,4.0,440,440,1.0,143,5.72,2.383610706470333,0.41671515847383445,286.0,2206.0,1.4270420759736575,13.910490037233055,4.517965481936071,0.016,26.37268662539601,18.44243819957763,7.204386787733687
train,erdos_renyi,50,0.1,1.75,9,5.0,422,422,1.0,143,5.72,2.383610706470333,0.41671515847383445,286.0,2206.0,1.4270420759736575,13.910490037233055,4.517965481936071,0.016,26.37268662539601,23.05304774947204,7.547408689976376
train,erdos_renyi,50,0.1,1.75,9,6.0,329,329,1.0,143,5.72,2.383610706470333,0.41671515847383445,286.0,2206.0,1.4270420759736575,13.910490037233055,4.517965481936071,0.016,26.37268662539601,27.663657299366445,7.774439844607828
train,erdos_renyi,50,0.1,1.75,9,7.0,497,497,1.0,143,5.72,2.383610706470333,0.41671515847383445,286.0,2206.0,1.4270420759736575,13.910490037233055,4.517965481936071,0.016,26.37268662539601,32.274266849260854,7.933722661807344
train,erdos_renyi,50,0.1,1.75,9,8.0,283,283,1.0,143,5.72,2.383610706470333,0.41671515847383445,286.0,2206.0,1.4270420759736575,13.910490037233055,4.517965481936071,0.016,26.37268662539601,36.88487639915526,8.050677928484863
train,erdos_renyi,50,0.1,1.75,9,9.0,126,126,1.0,143,5.72,2.383610706470333,0.41671515847383445,286.0,2206.0,1.4270420759736575,13.910490037233055,4.517965481936071,0.016,26.37268662539601,41.49548594904967,8.139708467769385
train,erdos_renyi,50,0.1,1.75,9,10.0,124,124,1.0,143,5.72,2.383610706470333,0.41671515847383445,286.0,2206.0,1.4270420759736575,13.910490037233055,4.517965481936071,0.016,26.37268662539601,46.10609549894408,8.209482218478318
train,erdos_renyi,50,0.1,1.75,9,11.0,62,62,1.0,143,5.72,2.383610706470333,0.41671515847383445,286.0,2206.0,1.4270420759736575,13.910490037233055,4.517965481936071,0.016,26.37268662539601,50.716705048838485,8.265483798254712
train,erdos_renyi,50,0.1,1.75,9,12.0,65,65,1.0,143,5.72,2.383610706470333,0.41671515847383445,286.0,2206.0,1.4270420759736575,13.910490037233055,4.517965481936071,0.016,26.37268662539601,55.32731459873289,8.311332066630301
train,erdos_renyi,50,0.1,2.5,0,1.0,61,61,1.0,122,4.88,2.07499397589487,0.4252036835850143,244.0,1650.0,0.7168992996482668,11.90671494950322,4.029475371538692,0.0105,53.093685066487836,10.879853497231114,6.860266249355646
train,erdos_renyi,50,0.1,2.5,0,2.0,443,443,1.0,122,4.88,2.07499397589487,0.4252036835850143,244.0,1650.0,0.7168992996482668,11.90671494950322,4.029475371538692,0.0105,53.093685066487836,21.759706994462228,9.240265886932159
