graph_type,n,noise_model,sigma,amplitude,pattern,signal_norm_mean,graph_energy_mean,rayleigh_mean,normalized_rayleigh_mean,pfa_mc_mean,pfa_theory_mean,pd_mc_mean,pd_theory_mean,theoretical_mean_shift_mean,empirical_mean_shift_mean
barabasi_albert,40,iid,0.15,3.0,cluster,2.9999999999999996,47.81249999999999,5.3125,0.28048010817630736,0.0106,0.009999999997358733,1.0,1.0,47.81249999999999,47.780258599591924
barabasi_albert,40,iid,0.15,3.0,constant,2.9999999999999996,-4.344656417363667e-16,-4.827396019292964e-17,-2.5891186174413797e-18,0.0106,0.009999999997358733,0.009850000000000001,0.009999999997358733,-4.344656417363667e-16,-0.010634802405315558
barabasi_albert,40,iid,0.15,3.0,edge_bipolar,2.9999999999999996,53.999999999999986,6.0,0.324783132447446,0.0106,0.009999999997358733,1.0,1.0,53.999999999999986,53.97655212013619
barabasi_albert,40,iid,0.15,3.0,fiedler,3.0,11.378683022477144,1.2642981136085711,0.06681922604286758,0.0106,0.009999999997358733,0.99965,0.999640949468779,11.378683022477144,11.39002192266727
barabasi_albert,40,iid,0.15,3.0,high_frequency,3.0000000000000004,172.0211657312337,19.113462859025958,0.9999999999999998,0.0106,0.009999999997358733,1.0,1.0,172.0211657312337,172.24383130148865
barabasi_albert,40,iid,0.15,3.0,point,3.0,42.75,4.75,0.2500114119779475,0.0106,0.009999999997358733,1.0,1.0,42.75,42.836021118429144
barabasi_albert,40,iid,0.3,0.75,cluster,0.7499999999999999,2.8125,5.000000000000001,0.2833159569278915,0.00965,0.00999999999750037,0.033049999999999996,0.03641160023357276,2.8125,2.7367869888171663
barabasi_albert,40,iid,0.3,0.75,constant,0.7499999999999999,-2.468554782592993e-17,-4.388541835720877e-17,-2.6099516328431612e-18,0.00965,0.00999999999750037,0.01,0.00999999999750037,-2.468554782592993e-17,0.017247527232413518
barabasi_albert,40,iid,0.3,0.75,edge_bipolar,0.7499999999999999,4.148437499999999,7.375,0.4299491793735971,0.00965,0.00999999999750037,0.06345,0.06459465919511498,4.148437499999999,4.118722279528135
barabasi_albert,40,iid,0.3,0.75,fiedler,0.75,0.7489320391960781,1.3314347363485832,0.07508328188060912,0.00965,0.00999999999750037,0.011,0.01260491379360737,0.7489320391960781,0.7064840619931072
barabasi_albert,40,iid,0.3,0.75,high_frequency,0.7500000000000001,10.026514582466223,17.824914813273278,0.9999999999999996,0.00965,0.00999999999750037,0.24009999999999998,0.24319170882977262,10.026514582466223,10.030130700416787
barabasi_albert,40,iid,0.3,0.75,point,0.75,2.53125,4.5,0.25072265096852425,0.00965,0.00999999999750037,0.02665,0.026733973624406965,2.53125,2.46691438759622
barabasi_albert,40,iid,0.3,1.5,cluster,1.4999999999999998,9.5625,4.250000000000001,0.2415250727156664,0.00965,0.00999999999750037,0.1928,0.19809902901072596,9.5625,9.487676965477991
